Date,TMax,TMin,TMoy,HMax,HMin,HMoy,Vt,Ins,Rg,ETO
5/8/1982,33,23.4,28.2,91,52,72,1.8,6.3,,4.552487159
5/9/1982,29.6,20,24.8,96,60,78,1.8,5.5,,3.81007652
5/10/1982,34.5,21.5,28,93,44,69,0.8,10.8,,5.308109306
5/11/1982,33.5,22.5,28,90,51,71,1.3,7,,4.536446379
5/12/1982,35,22.5,28.8,93,48,71,1.8,9.4,,5.37421702
5/13/1982,34.9,23,29,90,50,70,1.7,10.4,,5.61869486
5/14/1982,35.4,23.5,29.5,90,48,69,2,9.6,,5.62065503
5/15/1982,34.5,23.5,29,91,51,71,2.1,7.8,,5.095094491
5/16/1982,37,22.2,29.6,90,38,64,2.1,11,,6.15122392
5/17/1982,36.5,23,29.8,90,42,66,2,10.3,,5.905067779
5/18/1982,35.7,23.5,29.6,88,42,65,1.4,9.8,,5.517484481
5/19/1982,27,20.8,23.9,93,73,83,2.5,0,,2.477010079
5/20/1982,31.5,22.3,26.9,92,57,75,2,3.6,,3.723884399
5/21/1982,34.6,23.3,29,90,50,70,1.8,9.5,,5.39709929
5/22/1982,33,19.5,26.3,94,57,76,2.5,8.9,,4.876189411
5/23/1982,33.1,24,28.6,90,51,71,2.7,10.7,,5.855005559
5/24/1982,30,23.5,26.8,91,65,78,1.7,3,,3.361689874
5/25/1982,34.8,23.8,29.3,92,47,70,1,8.3,,4.84150142
5/26/1982,34,22.9,28.5,82,44,63,1.4,4.6,,4.172795711
5/27/1982,32,23,27.5,93,53,73,1.8,5.6,,4.20515034
5/28/1982,32,22.4,27.2,96,60,78,1.3,8.4,,4.577834064
5/29/1982,34.2,23,28.6,93,52,73,1.7,7.8,,4.816586031
5/30/1982,31.3,19.8,25.6,92,61,77,2.5,6.7,,4.258782011
5/31/1982,33,24,28.5,92,57,75,1.8,5,,4.10722453
6/1/1982,28.2,21.5,24.9,95,69,82,2,0.3,,2.53928347
6/2/1982,32.7,23.2,28,92,49,71,2,6,,4.475084139
6/3/1982,32.5,22.5,27.5,91,48,70,1.8,8,,4.826047011
6/4/1982,33.5,22,27.8,94,49,72,1.5,7.4,,4.563770922
6/5/1982,32.6,23.4,28,88,53,71,1.8,5.4,,4.264670679
6/6/1982,31.5,20.5,26,95,57,76,2.4,7.3,,4.41903263
6/7/1982,33.5,23,28.3,91,54,73,1.1,8.9,,4.819390727
6/8/1982,32.5,24,28.3,87,55,71,2.3,7.6,,4.931543609
6/9/1982,26.2,20.5,23.4,96,70,83,1,0.5,,2.283734635
6/10/1982,32.5,21.2,26.9,96,58,77,1.8,8.9,,4.716225754
6/11/1982,33.2,20.5,26.9,98,51,75,1.5,6,,4.059385199
6/12/1982,31,23.5,27.3,91,60,76,2,4.2,,3.801190649
6/13/1982,31.5,20.5,26,95,56,76,2.1,4.1,,3.68840014
6/14/1982,31.2,23,27.1,93,62,78,2.3,3.4,,3.60457851
6/15/1982,28,23.4,25.7,90,73,82,2.1,0,,2.549966777
6/16/1982,30.5,21,25.8,93,65,79,1.3,3.5,,3.23306795
6/17/1982,31,20.5,25.8,96,67,82,1.3,2.8,,3.014006126
6/18/1982,31.5,20.4,26,97,61,79,1.4,7.6,,4.188698601
6/19/1982,32,22.5,27.3,95,58,77,1.6,5,,3.832870184
6/20/1982,32.6,23,27.8,93,53,73,2.1,4.4,,4.0129689
6/21/1982,29.4,19.7,24.6,95,66,81,2.2,1.2,,2.78688218
6/22/1982,30.5,21,25.8,96,64,80,1,4.2,,3.303779393
6/23/1982,30.7,22,26.4,95,63,79,0.9,6.9,,3.979968038
6/24/1982,33.5,22.5,28,95,54,75,1.3,8.1,,4.594130311
6/25/1982,32,20.6,26.3,96,56,76,2,5.8,,4.024603231
6/26/1982,31,21.5,26.3,96,60,78,1.8,8.3,,4.457647294
6/27/1982,30.6,20.8,25.7,96,64,80,2.5,4.5,,3.62640839
6/28/1982,31.6,21.5,26.6,91,55,73,2.1,6.2,,4.267444259
6/29/1982,31.2,22.4,26.8,94,58,76,1.1,2.6,,3.107340637
6/30/1982,31,22,26.5,93,57,75,1.4,6.3,,4.034777885
7/1/1982,31.2,20.5,25.9,95,56,76,0.9,5.5,,3.649581526
7/2/1982,26.4,20.2,23.3,98,77,88,2,1.9,,2.543706696
7/3/1982,29,20.8,24.9,98,65,82,2.4,6.2,,3.816445344
7/4/1982,29.5,22,25.8,93,61,77,1.1,4.7,,3.491425366
7/5/1982,31,22,26.5,95,63,79,1.4,3.7,,3.353822161
7/6/1982,30.6,23,26.8,93,64,79,2,3.8,,3.550597632
7/7/1982,30.5,21.2,25.9,95,62,79,1.6,2.9,,3.185547085
7/8/1982,33,22.4,27.7,95,52,74,1.6,7.8,,4.599946814
7/9/1982,27.1,20.5,23.8,96,75,86,0.7,1.9,,2.526013389
7/10/1982,27.5,21,24.3,96,71,84,1.4,0.5,,2.377424477
7/11/1982,30,19.9,25,96,60,78,0.2,4.8,,3.226671569
7/12/1982,29.5,22,25.8,96,64,80,0.4,1.3,,2.482206432
7/13/1982,31,22.5,26.8,94,59,77,1.8,8.2,,4.553655073
7/14/1982,30.5,19.5,25,98,58,78,2,6.1,,3.896968361
7/15/1982,29.5,19,24.3,95,67,81,1.8,3.5,,3.157424902
7/16/1982,30.2,22.8,26.5,94,68,81,2,5.6,,3.843192291
7/17/1982,29.2,22.2,25.7,95,65,80,1.8,2.9,,3.179484353
7/18/1982,32,22.3,27.2,92,58,75,2,6.3,,4.28037826
7/19/1982,29.6,20,24.8,100,60,80,1.1,4.9,,3.424127917
7/20/1982,30.7,22.6,26.7,97,63,80,1.3,4.7,,3.573337199
7/21/1982,28,22,25,95,66,81,2.1,2.6,,3.103861823
7/22/1982,26.6,19.5,23.1,95,73,84,2.2,0.5,,2.417753106
7/23/1982,27.4,20.6,24,93,70,82,1.8,1.1,,2.63345613
7/24/1982,28.6,21.5,25.1,95,67,81,2,2.7,,3.097120329
7/25/1982,26.8,20,23.4,96,77,87,2,2.2,,2.669447296
7/26/1982,29.5,20.5,25,96,63,80,1.1,4.7,,3.419440308
7/27/1982,29.1,21.2,25.2,96,65,81,1.5,3.4,,3.192184079
7/28/1982,30.5,22,26.3,92,61,77,1.5,5.7,,3.911102794
7/29/1982,30,21.6,25.8,91,62,77,1.8,4.2,,3.609107219
7/30/1982,32.5,21.8,27.2,95,58,77,1.8,8.2,,4.649526089
7/31/1982,26.4,21.9,24.2,91,71,81,2.3,0.1,,2.556986794
8/1/1982,30,20.5,25.3,96,61,79,1.4,3.5,,3.26477368
8/2/1982,30,22.1,26.1,91,58,75,2,3.4,,3.58801398
8/3/1982,28.5,22,25.3,93,65,79,2.2,2.9,,3.286936724
8/4/1982,29.5,21.6,25.6,90,61,76,2.2,3.6,,3.604793671
8/5/1982,26.3,20.6,23.5,93,69,81,1.7,1,,2.59355484
8/6/1982,27.3,21,24.2,92,66,79,2,1.1,,2.790993541
8/7/1982,29.2,20.6,24.9,95,61,78,1.1,5.6,,3.670667949
8/8/1982,28.2,21.6,24.9,91,70,81,1.8,1.3,,2.78863261
8/9/1982,26.1,20.8,23.5,93,74,84,1.6,0,,2.289233597
8/10/1982,27.5,20,23.8,95,71,83,1.8,0.5,,2.460886202
8/11/1982,28.5,20.8,24.7,95,67,81,1.1,3.7,,3.171127992
8/12/1982,31.2,21,26.1,95,62,79,1.3,0,,2.506722406
8/13/1982,29.4,19.4,24.4,96,64,80,2.2,7,,4.048799492
8/14/1982,29,21.4,25.2,93,63,78,1.5,3.7,,3.365749186
8/15/1982,29.1,21,25.1,93,65,79,1.4,3.6,,3.285671758
8/16/1982,31.6,21,26.3,95,55,75,0.6,7.5,,4.193552721
8/17/1982,27,22,24.5,93,74,84,2,0.1,,2.435441194
8/18/1982,27.8,20.6,24.2,93,68,81,2.7,1.2,,2.895271081
8/19/1982,28,21.4,24.7,91,65,78,1.8,1.1,,2.831474457
8/20/1982,30.2,21.5,25.9,94,58,76,1.5,5.2,,3.825643918
8/21/1982,30,22,26,93,59,76,2,5.3,,3.9814136
8/22/1982,29.5,20.7,25.1,91,61,76,1,4.3,,3.428805101
8/23/1982,25.2,20.6,22.9,93,82,88,0.6,0,,2.057723563
8/24/1982,29,22,25.5,94,67,81,0.6,1.2,,2.546717281
8/25/1982,29.4,22,25.7,95,65,80,1.1,4.2,,3.410665064
8/26/1982,30.8,20.7,25.8,96,58,77,0.9,4.7,,3.540136031
8/27/1982,28.2,20.1,24.2,96,75,86,0.9,2.4,,2.747837801
8/28/1982,28.8,21.5,25.2,93,67,80,1.3,3.7,,3.28832775
8/29/1982,27.7,20,23.9,96,65,81,1.6,1.1,,2.655385099
8/30/1982,30.5,22,26.3,94,63,79,1.3,1.6,,2.906275954
8/31/1982,30.4,22,26.2,95,65,80,1.6,4.9,,3.714070794
9/1/1982,31.2,21.5,26.4,95,60,78,1.1,4.7,,3.635373208
9/2/1982,31,19.9,25.5,93,63,78,1.1,5.5,,3.739987115
9/3/1982,31.5,20.5,26,96,60,78,1.8,3.7,,3.516796521
9/4/1982,30,21.5,25.8,96,64,80,1.8,4.1,,3.521039712
9/5/1982,30.4,21.5,26,96,62,79,2.3,5.7,,4.01984556
9/6/1982,30.5,20.5,25.5,95,59,77,1.3,4.4,,3.548354682
9/7/1982,29.4,21.8,25.6,96,66,81,1.3,2.2,,2.94237644
9/8/1982,30,21.6,25.8,95,63,79,1.3,3.9,,3.409045866
9/9/1982,29.5,21,25.3,95,68,82,1.3,4.1,,3.354023484
9/10/1982,31.2,21,26.1,94,63,79,1.6,7.3,,4.305911344
9/11/1982,31,22.3,26.7,96,62,79,0.6,5.4,,3.699291833
9/12/1982,27.4,22,24.7,95,66,81,0.2,0,,2.096937334
9/13/1982,31.2,21.5,26.4,96,62,79,0.8,5.2,,3.661937242
9/14/1982,28.5,20,24.3,94,66,80,0.9,3.7,,3.136716588
9/15/1982,28.4,21,24.7,94,65,80,1.4,2,,2.885438082
9/16/1982,32,19.5,25.8,95,51,73,0.9,8.2,,4.412647391
9/17/1982,32.2,21,26.6,94,54,74,1.6,5.3,,3.995972329
9/18/1982,30.9,22,26.5,93,67,80,2,5.3,,3.878963474
9/19/1982,27.5,21.2,24.4,94,71,83,1.3,0.1,,2.323387292
9/20/1982,30.5,21.5,26,95,66,81,0.8,3.7,,3.224500548
9/21/1982,28.5,20,24.3,98,70,84,1.1,1.2,,2.498470099
9/22/1982,31.2,21.4,26.3,96,61,79,0.4,4.3,,3.316430314
9/23/1982,30,19.6,24.8,93,61,77,1.7,5.2,,3.721580748
9/24/1982,31,19.7,25.4,95,60,78,1,3.6,,3.229620169
9/25/1982,33,22.2,27.6,93,54,74,0.6,7.3,,4.25735615
9/26/1982,31,20,25.5,93,62,78,0.9,6.9,,3.996110362
9/27/1982,32.8,21.5,27.2,94,56,75,1.1,8.5,,4.629393695
9/28/1982,30.4,21.5,26,93,62,78,2.5,3.2,,3.52712441
9/29/1982,32.6,20.5,26.6,95,53,74,2,8.8,,4.843533371
9/30/1982,29.5,20.3,24.9,96,64,80,0.9,4.3,,3.276761563
10/1/1982,27.8,20,23.9,95,67,81,1.3,1.7,,2.665168368
10/2/1982,30.8,20.2,25.5,96,60,78,0.8,5.8,,3.676805173
10/3/1982,29.3,20,24.7,95,62,79,1.1,3.7,,3.17016244
10/4/1982,31.8,20.5,26.2,95,57,76,0.9,6,,3.817057342
10/5/1982,31.8,21.2,26.5,92,61,77,1.1,8.8,,4.556562813
10/6/1982,30.3,22.4,26.4,95,63,79,1.4,4.4,,3.507526852
10/7/1982,31.5,19.8,25.7,95,61,78,1.3,5.5,,3.696548028
10/8/1982,32,20,26,93,61,77,1.1,6.7,,3.977462163
10/9/1982,31.8,22.5,27.2,95,63,79,1.3,5.1,,3.706480735
10/10/1982,26.2,19.5,22.9,95,77,86,1.4,0.4,,2.175802884
10/11/1982,30.8,20.8,25.8,95,60,78,1.1,7.3,,4.067835407
10/12/1982,28.6,20,24.3,96,64,80,0.8,3,,2.851114943
10/13/1982,31.6,20,25.8,96,60,78,1.5,8.3,,4.341980444
10/14/1982,30.5,21.5,26,95,66,81,1.7,5,,3.582000876
10/15/1982,31.8,21,26.4,94,59,77,1.3,4.1,,3.423059908
10/16/1982,32.4,21.8,27.1,96,53,75,1.3,5.3,,3.797896153
10/17/1982,31.8,22.2,27,94,59,77,1.4,5.6,,3.835187356
10/18/1982,33.5,21,27.3,95,54,75,1.1,9.3,,4.67680892
10/19/1982,34,21.2,27.6,95,53,74,1.5,9.4,,4.842902439
10/20/1982,33,21,27,95,55,75,1,6,,3.821429017
10/21/1982,34,21.4,27.7,95,48,72,1,7.1,,4.183780141
10/22/1982,32,22.6,27.3,91,58,75,1.6,4.2,,3.615403836
10/23/1982,33.5,20,26.8,93,50,72,1.1,8.6,,4.441749943
10/24/1982,33,21.4,27.2,95,50,73,1.3,6.1,,3.968513417
10/25/1982,31.3,21.8,26.6,93,60,77,1.6,4.1,,3.450193472
10/26/1982,31.6,21.5,26.6,91,56,74,1.1,4.9,,3.536052736
10/27/1982,34,22.5,28.3,91,41,66,1.6,8,,4.73576255
10/28/1982,33.5,22.4,28,91,51,71,1.7,6.8,,4.343994999
10/29/1982,32.5,22.1,27.3,92,53,73,1.4,7.6,,4.302427901
10/30/1982,34.5,21.3,27.9,94,45,70,1.8,8.1,,4.680112479
10/31/1982,31.6,20.5,26.1,93,52,73,1.8,6.2,,3.97706391
11/1/1982,32.4,20.6,26.5,95,52,74,1.5,5.4,,3.725365801
11/2/1982,32.9,22,27.5,95,49,72,1.5,6.5,,4.0838602
11/3/1982,31.5,20,25.8,96,53,75,1.1,6.6,,3.75221588
11/4/1982,32,21,26.5,93,36,65,1.3,8.4,,4.426334171
11/5/1982,33.2,20.5,26.9,89,39,64,1.1,8.3,,4.342534501
11/6/1982,33.4,20,26.7,95,39,67,0.7,6.8,,3.776162506
11/7/1982,33.5,22.4,28,92,43,68,1.3,8.4,,4.512224171
11/8/1982,33,22.7,27.9,91,46,69,1.1,6.8,,4.040911404
11/9/1982,33.3,21,27.2,93,40,67,0.9,7.2,,3.977149572
11/10/1982,33.2,20,26.6,95,43,69,1.1,6.4,,3.809781783
11/11/1982,33.1,19.5,26.3,91,35,63,1.4,7.1,,4.15720748
11/12/1982,33.8,18.5,26.2,95,29,62,1.7,8.7,,4.6071833
11/13/1982,34.5,18.7,26.6,78,33,56,0.8,9.2,,4.286686311
11/14/1982,34.3,18.4,26.4,86,31,59,0.8,9.1,,4.223274065
11/15/1982,34.7,22.2,28.5,91,32,62,0.7,8.7,,4.277682975
11/16/1982,35.1,20.6,27.9,92,40,66,1.1,8.7,,4.400907608
11/17/1982,35.1,20.6,27.9,91,34,63,1.3,9.6,,4.7200821
11/18/1982,35.5,21,28.3,91,23,57,1.3,8.9,,4.69368327
11/19/1982,33.7,19.4,26.6,89,40,65,1.6,9,,4.541854611
11/20/1982,32.5,19,25.8,64,20,42,2.5,9.8,,5.756646579
11/21/1982,32.2,18,25.1,44,21,33,2.1,10.2,,5.633071689
11/22/1982,32.5,17.5,25,50,22,36,1.5,9.6,,4.869889209
11/23/1982,31.3,16.2,23.8,72,30,51,2,7.4,,4.480960911
11/24/1982,32,17.5,24.8,59,30,45,2.3,5.2,,4.704729291
11/25/1982,31.5,18,24.8,57,30,44,1.8,7,,4.580857871
11/26/1982,32.1,16.5,24.3,71,28,50,1.1,8.3,,4.0476833
11/27/1982,32.5,15.5,24,78,27,53,1.5,7.8,,4.17611018
11/28/1982,32,17,24.5,74,40,57,1.4,6.6,,3.8760295
11/29/1982,33.3,19.5,26.4,84,39,62,1.4,7.5,,4.127952449
11/30/1982,32.5,20.5,26.5,86,31,59,1.1,8.4,,4.15965886
12/1/1982,34,19.1,26.6,91,28,60,1.6,8.7,,4.498303739
12/2/1982,33.7,17,25.4,65,24,45,2,10,,5.170282079
12/3/1982,33.5,17.8,25.7,81,27,54,1.4,8.6,,4.345514501
12/4/1982,34.7,15.8,25.3,97,19,58,1.3,8.5,,4.15245324
12/5/1982,33.7,15.5,24.6,85,26,56,1.3,9.2,,4.228928519
12/6/1982,32,16.4,24.2,54,23,39,2.1,9.7,,5.19187188
12/7/1982,28.7,18,23.4,51,26,39,1.7,1.5,,3.703196201
12/8/1982,31.2,17.4,24.3,56,24,40,2.7,8.8,,5.52196189
12/9/1982,33,16.4,24.7,47,23,35,2.7,8.2,,5.695624819
12/10/1982,33.5,18.5,26,66,24,45,1.8,7.3,,4.64429169
12/11/1982,32.4,19.6,26,43,26,35,2,0,,4.187286859
12/12/1982,33.7,20.8,27.3,46,27,37,1.8,7.2,,4.971341891
12/13/1982,34.8,17.5,26.2,58,28,43,1.7,8.4,,4.7688458
12/14/1982,33,19,26,70,43,57,1.8,8.2,,4.47801153
12/15/1982,34.6,17.6,26.1,72,30,51,1.7,8.7,,4.629536351
12/16/1982,35,17.5,26.3,83,41,62,1.8,7.9,,4.30922812
12/17/1982,34.4,20.8,27.6,88,47,68,2,5.3,,3.91878405
12/18/1982,36,18.4,27.2,90,34,62,1.5,8,,4.26873892
12/19/1982,35.5,18.6,27.1,87,26,57,1.6,8.1,,4.443388699
12/20/1982,36.5,17.6,27.1,62,26,44,1.8,9.3,,5.057396101
12/21/1982,36.4,19.6,28,80,38,59,1.7,9.3,,4.770329829
12/22/1982,36.1,19.8,28,87,34,61,1.4,8.6,,4.42709169
12/23/1982,35.5,21.5,28.5,87,37,62,1.4,8.5,,4.44503097
12/24/1982,36.5,20,28.3,82,35,59,1.3,8.4,,4.39132425
12/25/1982,34.8,20.5,27.7,61,21,41,1,7,,4.0271591
12/26/1982,34.6,18.6,26.6,43,24,34,2.5,8.6,,5.854970479
12/27/1982,35.5,18.5,27,46,23,35,2.2,8.8,,5.60239378
12/28/1982,34,16,25,53,31,42,1.7,8.3,,4.63405218
12/29/1982,34.4,16,25.2,49,31,40,1.1,8.1,,4.089873269
12/30/1982,34.7,19,26.9,41,26,34,2.2,8.6,,5.591148511
12/31/1982,33.2,18.4,25.8,45,27,36,2.1,4.6,,4.786512071
1/1/1983,35,19,27,43,27,35,3.1,8.2,,6.382789882
1/2/1983,33.5,17.2,25.4,45,30,38,2.5,7.9,,5.468996162
1/3/1983,32.4,17,24.7,47,32,40,2.4,5.8,,4.966786221
1/4/1983,30.2,16.6,23.4,54,36,45,2.8,6.9,,5.01885061
1/5/1983,27.4,16,21.7,48,34,41,3.2,7.3,,5.260106629
1/6/1983,26,15.6,20.8,51,38,45,3.1,5.5,,4.71311325
1/7/1983,27.8,15.5,21.7,51,39,45,3.2,6.8,,5.017394749
1/8/1983,30.3,15.5,22.9,49,37,43,2.5,7.7,,4.935975401
1/9/1983,32.8,16.2,24.5,52,12,32,2.4,8,,5.488338159
1/10/1983,31,17.5,24.3,33,17,25,2,7,,5.13670647
1/11/1983,30.6,16.8,23.7,32,16,24,2.7,6.2,,5.77952449
1/12/1983,30,18,24,28,14,21,2.7,7.7,,6.079899319
1/13/1983,30,16.8,23.4,29,14,22,3.4,8.7,,6.762335489
1/14/1983,31,15.8,23.4,34,17,26,2.8,7,,5.869448951
1/15/1983,32.8,17.5,25.2,34,16,25,2.3,6.2,,5.5288794
1/16/1983,32,18,25,33,16,25,2.3,3.3,,5.22504619
1/17/1983,35,17.6,26.3,36,12,24,2.5,8.2,,6.169295689
1/18/1983,36.3,18.6,27.5,20,8,14,3.4,10.1,,7.95932897
1/19/1983,34.8,18,26.4,20,6,13,2.5,9.7,,6.63693333
1/20/1983,33.6,18,25.8,30,10,20,2.1,5.7,,5.49643332
1/21/1983,33,18.5,25.8,27,13,20,2.2,5.3,,5.5838637
1/22/1983,34.8,18.1,26.5,26,13,20,2.1,7.1,,5.74471632
1/23/1983,33.2,18.3,25.8,21,11,16,3,8.8,,7.04132765
1/24/1983,33.2,16.2,24.7,25,11,18,3.2,8.8,,7.02151815
1/25/1983,30.5,15.4,23,33,9,21,3.1,7.5,,6.38673765
1/26/1983,29.9,16.5,23.2,23,12,18,3.1,6.8,,6.516970921
1/27/1983,29.6,15,22.3,33,10,22,2.7,8.3,,5.962054541
1/28/1983,29.9,16.9,23.4,26,12,19,3,8.5,,6.556508219
1/29/1983,29.5,16.6,23.1,31,12,22,3.2,7.2,,6.479950121
1/30/1983,31.6,15,23.3,34,13,24,3.2,9,,6.622367201
1/31/1983,32.7,17,24.9,27,11,19,2.5,7.3,,6.13880511
2/1/1983,31.8,18.5,25.2,26,15,21,2.7,5.2,,6.15311837
2/2/1983,34.5,19,26.8,29,15,22,2,7.3,,5.706180951
2/3/1983,37,19.5,28.3,29,15,22,1.7,8,,5.569112351
2/4/1983,36.8,20,28.4,37,14,26,1.3,8.1,,5.00957578
2/5/1983,36,20,28,53,19,36,1.6,7.7,,5.156433949
2/6/1983,36,20.7,28.4,51,13,32,1.6,8.3,,5.367787508
2/7/1983,37,21,29,30,8,19,2.7,8.5,,7.1906424
2/8/1983,36.9,21,29,58,15,37,2,9,,5.93036975
2/9/1983,37,20.6,28.8,68,20,44,1.8,9,,5.55160906
2/10/1983,37,22.7,29.9,74,21,48,1.8,7.6,,5.352085439
2/11/1983,37.2,22.6,29.9,81,28,55,2,9.3,,5.677910151
2/12/1983,37.5,23,30.3,84,29,57,2.7,9.1,,6.084389249
2/13/1983,37.5,23.6,30.6,77,29,53,2.7,9.3,,6.329420591
2/14/1983,38.6,24,31.3,72,20,46,1.6,9.4,,5.779534658
2/15/1983,37.9,23.2,30.6,91,15,53,1.8,8.9,,5.622476021
2/16/1983,37.5,22,29.8,85,18,52,2,8.4,,5.617430901
2/17/1983,38.1,22.6,30.4,89,17,53,2.3,9.8,,6.168957559
2/18/1983,37.6,23.3,30.5,83,23,53,2.5,9.7,,6.314272529
2/19/1983,38.2,22.5,30.4,86,22,54,1.3,10,,5.48244795
2/20/1983,38.1,23.4,30.8,83,15,49,2.5,9.5,,6.490913061
2/21/1983,37.8,22.4,30.1,86,10,48,2.4,10.4,,6.53501155
2/22/1983,39,21,30,83,15,49,0.8,8.9,,4.836271251
2/23/1983,38.8,21,29.9,87,26,57,1.8,9.8,,5.739035251
2/24/1983,38,24.8,31.4,78,32,55,2.5,9.4,,6.392233269
2/25/1983,38,24.9,31.5,59,9,34,2.7,9.7,,7.431000831
2/26/1983,35.5,21.4,28.5,21,9,15,3.2,9.2,,8.16538021
2/27/1983,33.5,22,27.8,24,13,19,2.8,0,,6.30853078
2/28/1983,33.9,22.5,28.2,23,12,18,2.8,0,,6.430577209
3/1/1983,34.5,23,28.8,26,12,19,2.1,0,,5.44826306
3/2/1983,34.5,24.5,29.5,32,14,23,1.7,0,,4.775981391
3/3/1983,34.5,22.8,28.7,22,7,15,3.5,3.6,,8.022696931
3/4/1983,38,23,30.5,20,7,14,2.9,8.3,,8.114188019
3/5/1983,37,23,30,54,11,33,2.1,9.2,,6.59183898
3/6/1983,36.2,22,29.1,75,17,46,2.1,7.4,,5.75986444
3/7/1983,36.2,23,29.6,28,11,20,3.4,9.6,,8.579999197
3/8/1983,36.4,23.2,29.8,32,12,22,2.3,8.1,,6.93594313
3/9/1983,36.2,23.2,29.7,27,11,19,2.7,8.8,,7.647852819
3/10/1983,36.4,21.8,29.1,25,10,18,2.5,9.8,,7.473975768
3/11/1983,35.5,21.5,28.5,30,10,20,3,8.4,,7.75801673
3/12/1983,37,20.8,28.9,31,11,21,2.4,8.7,,7.08858818
3/13/1983,37.5,20.5,29,32,13,23,2.1,6.2,,6.30594223
3/14/1983,38.5,23,30.8,52,17,35,2,7.2,,6.240229171
3/15/1983,38,23,30.5,74,14,44,2.2,8.5,,6.394869471
3/16/1983,37.2,22,29.6,32,11,22,2.3,8.6,,7.06135886
3/17/1983,38.5,22,30.3,60,19,40,1.5,8.3,,5.74955936
3/18/1983,38.7,24.4,31.6,60,12,36,1.7,8,,6.138530789
3/19/1983,39.5,24,31.8,77,12,45,2,8.6,,6.4200831
3/20/1983,39.5,22.8,31.2,80,19,50,1.3,9.5,,5.817539351
3/21/1983,38,23.8,30.9,80,11,46,2.2,8.8,,6.50910854
3/22/1983,37.8,24,30.9,33,12,23,2,8.3,,6.79651371
3/23/1983,38.2,23.2,30.7,66,13,40,1.4,6.7,,5.395668859
3/24/1983,38.9,25.5,32.2,76,21,49,1.3,5.9,,5.11845178
3/25/1983,40,26,33,77,18,48,1.7,6.1,,5.67162266
3/26/1983,40.5,26,33.3,79,16,48,2,8.4,,6.542458219
3/27/1983,39.9,25.2,32.6,82,29,56,2.7,9.2,,6.898621431
3/28/1983,38.6,26,32.3,93,30,62,3.7,5.8,,6.29980544
3/29/1983,38,26,32,87,41,64,3.2,6.3,,5.967656331
3/30/1983,32.5,25.3,28.9,84,51,68,1.8,0.8,,3.43773828
3/31/1983,35,23.1,29.1,87,43,65,3.1,0.9,,4.253425749
4/1/1983,35.6,22.5,29.1,89,41,65,2,6,,4.896627149
4/2/1983,38.1,24.3,31.2,83,36,60,2.7,9.9,,6.69353083
4/3/1983,33.2,22.4,27.8,88,45,67,2.9,3.3,,4.47949009
4/4/1983,36.9,24.2,30.6,84,33,59,2.1,9.8,,6.273494629
4/5/1983,39.6,24.5,32.1,84,17,51,2,10,,6.70463272
4/6/1983,39.2,23.6,31.4,86,28,57,3,9.2,,6.854707731
4/7/1983,38.3,24.6,31.5,84,29,57,2.9,10.1,,7.03830087
4/8/1983,37,25.5,31.3,81,40,61,2.5,7.6,,6.011652621
4/9/1983,38,25.4,31.7,80,36,58,2.8,7.6,,6.366328159
4/10/1983,38.1,23.6,30.9,88,38,63,4.8,6.7,,6.670057518
4/11/1983,36,21.6,28.8,91,37,64,1.5,8.4,,5.246617271
4/12/1983,37.5,23.6,30.6,89,25,57,2.1,9.8,,6.3293583
4/13/1983,37.2,25,31.1,87,15,51,2.2,7.1,,6.0475452
4/14/1983,37.5,24.8,31.2,80,20,50,2,8.6,,6.270809921
4/15/1983,38.4,24.5,31.5,84,18,51,1.7,9,,6.137482589
4/16/1983,39,25.2,32.1,86,26,56,2,9.6,,6.477505429
4/17/1983,39.6,25.5,32.6,85,23,54,2.2,9.1,,6.62245406
4/18/1983,37.8,26.5,32.2,79,35,57,3.2,7,,6.59012327
4/19/1983,37.2,25,31.1,83,35,59,2,8.5,,5.972526221
4/20/1983,39.9,25.5,32.7,96,19,58,2.5,8.4,,6.5463304
4/21/1983,39.5,25.9,32.7,83,29,56,2.7,9.2,,6.933183521
4/22/1983,39.6,26.7,33.2,79,29,54,2.5,7.5,,6.534491191
4/23/1983,37.5,25.4,31.5,81,36,59,3.2,7.8,,6.57282746
4/24/1983,37.5,25.2,31.4,82,35,59,3.1,9.6,,6.912565989
4/25/1983,38.1,25.6,31.9,78,34,56,3.1,9.3,,7.05555979
4/26/1983,37.5,25.5,31.5,80,29,55,2.7,9.3,,6.814748319
4/27/1983,36.8,25.4,31.1,82,41,62,3,8.8,,6.474271031
4/28/1983,38.2,23.5,30.9,76,30,53,2.5,8.4,,6.43225999
4/29/1983,39.1,23.5,31.3,81,32,57,2.7,9.7,,6.779597221
4/30/1983,39,24.4,31.7,80,29,55,2.5,9.5,,6.749214211
5/1/1983,37.6,26,31.8,79,39,59,2.9,9.1,,6.71840729
5/2/1983,35.6,25.6,30.6,83,46,65,3.2,7.9,,6.10363405
5/3/1983,37.6,25,31.3,83,32,58,2.7,8.8,,6.515612962
5/4/1983,34,23.2,28.6,88,48,68,2.5,10,,5.83545031
5/5/1983,36,24.2,30.1,89,46,68,3.8,10.8,,6.700564289
5/6/1983,36.5,24.1,30.3,85,41,63,3.4,10.1,,6.703122851
5/7/1983,35.5,22.5,29,87,43,65,3.1,7.4,,5.66514915
5/8/1983,37.2,25,31.1,84,40,62,3.1,10.4,,6.8274702
