Date,TMax,TMin,TMoy,HMax,HMin,HMoy,Vt,Ins,Rg,ETO
1/1/1965,36.09999999,19.9,27.99999999,91,11,51,1.4,9,,4.670573691
1/2/1965,33.90000001,19.4,26.65,92,26,59,1.68,7.699999999,,4.34017333
1/3/1965,32.40000001,20.4,26.4,97,31,64,1.4,6.6,,3.857048891
1/4/1965,33,19,26,91,30,60.5,1.61,8.399999999,,4.32016927
1/5/1965,33,19.9,26.45,90,34,62,1.82,7.4,,4.277855391
1/6/1965,32.59999999,21.3,26.95,79,34,56.5,1.19,6.6,,3.92475932
1/7/1965,35.2,20.1,27.65,91,21,56,1.82,8.100000001,,4.70633965
1/8/1965,32.3,22,27.15,90,38,64,2.31,6.699999999,,4.425169101
1/9/1965,32.59999999,20.8,26.7,97,36,66.5,1.47,8.199999999,,4.191986261
1/10/1965,33.59999999,21.5,27.55,90,35,62.5,1.33,7.5,,4.160597639
1/11/1965,35.40000001,20.6,28.00000001,96,19,57.5,1.68,8.300000001,,4.676902499
1/12/1965,34.59999999,21.2,27.9,93,27,60,1.4,9.5,,4.670838619
1/13/1965,33,21.2,27.1,93,40,66.5,2.03,7.6,,4.39376572
1/14/1965,33.3,21.7,27.5,91,35,63,1.47,8.699999999,,4.475327389
1/15/1965,32.3,21,26.65,79,26,52.5,1.4,9.600000001,,4.676050099
1/16/1965,33.5,18.6,26.05,41,16,28.5,1.82,10,,5.45507546
1/17/1965,33.59999999,18.4,25.99999999,40,14,27,2.1,10,,5.804272821
1/18/1965,35.40000001,18.1,26.75000001,44,15,29.5,2.52,9.699999999,,6.271330239
1/19/1965,33.7,19.6,26.65,73,26,49.5,1.33,9.399999999,,4.6630808
1/20/1965,33.5,18.7,26.1,43,17,30,1.4,8.699999999,,4.817490509
1/21/1965,34.90000001,19,26.95,41,16,28.5,1.47,9.199999999,,5.08159381
1/22/1965,34,20.3,27.15,78,17,47.5,1.61,3.5,,4.0299489
1/23/1965,34.40000001,20,27.2,63,17,40,0.77,8.600000001,,4.14714798
1/24/1965,34.40000001,20.5,27.45,89,19,54,1.68,8.699999999,,4.86266597
1/25/1965,35,21.6,28.3,91,21,56,1.47,8.600000001,,4.768911989
1/26/1965,34.8,22,28.4,89,22,55.5,1.4,8.600000001,,4.74955781
1/27/1965,36,20,28,93,16,54.5,1.61,9.100000001,,4.97186576
1/28/1965,34.40000001,20.7,27.55,91,24,57.5,1.61,8.5,,4.754290219
1/29/1965,35.7,19.7,27.7,85,13,49,1.82,9.800000001,,5.350123039
1/30/1965,35.3,20,27.65,87,24,55.5,1.12,9,,4.58435134
1/31/1965,34.7,21,27.85,87,22,54.5,1.61,9.399999999,,5.05119911
2/1/1965,35.3,19,27.15,73,15,44,1.82,9.899999999,,5.43705493
2/2/1965,33.59999999,21.3,27.45,35,16,25.5,1.89,8.399999999,,5.723729899
2/3/1965,33.59999999,20.5,27.05,42,16,29,1.12,7.4,,4.52221467
2/4/1965,35.40000001,20,27.7,37,12,24.5,1.61,9.699999999,,5.59937118
2/5/1965,35.2,19,27.1,80,18,49,0.91,10,,4.65747603
2/6/1965,35.5,20.4,27.95,91,23,57,1.47,10,,5.111491131
2/7/1965,35.2,21.5,28.35,89,23,56,1.4,9.800000001,,5.103369979
2/8/1965,35,22,28.5,88,33,60.5,1.47,9.199999999,,4.98361893
2/9/1965,34.8,22.1,28.45,89,38,63.5,2.17,9,,5.2363717
2/10/1965,34,23.8,28.9,83,42,62.5,2.38,5.800000001,,4.7934862
2/11/1965,30.4,19.1,24.75,96,55,75.5,2.17,5.4,,3.67717363
2/12/1965,33.09999999,20,26.55,95,39,67,1.33,10.1,,4.803424768
2/13/1965,32.8,22,27.4,91,35,63,1.47,9,,4.819465
2/14/1965,33.8,21,27.4,91,21,56,1.82,9.699999999,,5.313445581
2/15/1965,35,20.7,27.85,78,12,45,0.98,10.6,,5.051159689
2/16/1965,34.40000001,19.4,26.9,90,20,55,1.12,9.100000001,,4.720640009
2/17/1965,33.5,21.4,27.45,91,32,61.5,1.89,7.9,,4.89138351
2/18/1965,34.7,22.1,28.4,90,32,61,1.82,10.1,,5.45874116
2/19/1965,34,21.6,27.8,90,40,65,2.03,9,,5.14745019
2/20/1965,36.8,22,29.4,91,15,53,2.8,10.7,,6.57853541
2/21/1965,35,21.7,28.35,91,27,59,1.89,8.699999999,,5.281592149
2/22/1965,35.2,22,28.6,88,32,60,2.17,10.5,,5.825877959
2/23/1965,36,21.1,28.55,87,31,59,1.82,10.2,,5.606642799
2/24/1965,35.59999999,22.7,29.15,87,36,61.5,2.03,9.800000001,,5.66475641
2/25/1965,36.09999999,21.3,28.7,83,31,57,1.89,10.7,,5.844227821
2/26/1965,35.8,21,28.4,91,31,61,1.89,10,,5.56516807
2/27/1965,37.40000001,22.1,29.75000001,90,24,57,1.19,10.8,,5.595669331
2/28/1965,36.59999999,22.8,29.7,89,31,60,2.03,10.6,,6.00884811
3/1/1965,37,22.5,29.75,91,22,56.5,2.1,10.3,,6.09913067
3/2/1965,37.40000001,22.1,29.75000001,92,20,56,1.47,10.1,,5.67097244
3/3/1965,36.40000001,22.6,29.50000001,95,27,61,1.33,8.800000001,,5.186694561
3/4/1965,36.09999999,22.7,29.4,91,32,61.5,1.68,9.5,,5.5340345
3/5/1965,37,23.1,30.05,91,22,56.5,1.82,9.800000001,,5.89809498
3/6/1965,38,21.4,29.7,84,21,52.5,1.33,9.699999999,,5.56237131
3/7/1965,37.40000001,23.2,30.3,91,21,56,1.89,9.899999999,,6.03360606
3/8/1965,37.09999999,22.7,29.9,91,23,57,2.59,10,,6.39963875
3/9/1965,34.2,23,28.6,85,38,61.5,2.73,6.4,,5.323795769
3/10/1965,37,22.6,29.8,77,18,47.5,2.1,8.5,,6.074545311
3/11/1965,36.40000001,23.7,30.05,84,31,57.5,2.31,8.300000001,,5.89083804
3/12/1965,35,21.2,28.1,90,36,63,1.61,8.600000001,,5.159393881
3/13/1965,37.09999999,22.1,29.6,84,30,57,2.17,9.600000001,,6.063312151
3/14/1965,33.59999999,23.8,28.7,90,41,65.5,2.52,6.6,,5.133953741
3/15/1965,28.8,22.2,25.5,85,60,72.5,1.47,0.5,,2.791715982
3/16/1965,36.09999999,23,29.55,87,19,53,1.19,7.699999999,,5.059611591
3/17/1965,37,21.4,29.2,72,14,43,0.98,8.399999999,,5.07822058
3/18/1965,35,22.2,28.6,88,32,60,1.4,9.199999999,,5.35074432
3/19/1965,35.2,22,28.6,89,27,58,1.19,9.399999999,,5.30510015
3/20/1965,36.40000001,21.4,28.9,88,24,56,1.4,9.5,,5.53395335
3/21/1965,36.7,23,29.85,81,14,47.5,1.89,10.4,,6.391364051
3/22/1965,36.40000001,18.5,27.45,72,16,44,1.89,10.6,,6.168769961
3/23/1965,36.59999999,20.4,28.49999999,91,27,59,1.47,9.399999999,,5.471800512
3/24/1965,36.59999999,20.2,28.4,87,23,55,1.33,8.899999999,,5.32525944
3/25/1965,37.2,23,30.1,88,20,54,1.47,9.399999999,,5.77491658
3/26/1965,36.7,24.2,30.45,85,25,55,1.89,8,,5.775728861
3/27/1965,35.2,22.9,29.05,87,24,55.5,2.31,7.1,,5.653268339
3/28/1965,36.8,21.8,29.3,84,17,50.5,1.12,7.6,,5.045975151
3/29/1965,36.5,21.4,28.95,84,14,49,1.19,10.2,,5.67013621
3/30/1965,37,21,29,78,12,45,1.82,10.1,,6.24774025
3/31/1965,35.40000001,21.1,28.25000001,87,21,54,1.47,10.1,,5.71572222
4/1/1965,36.09999999,22.8,29.45,91,21,56,2.1,8.600000001,,5.90773784
4/2/1965,36,20,28,86,11,48.5,1.33,7.1,,5.01743041
4/3/1965,36.8,21.5,29.15,74,12,43,1.47,8.800000001,,5.728346881
4/4/1965,37.40000001,23.8,30.6,85,21,53,1.4,10.4,,6.07841463
4/5/1965,35.59999999,23,29.3,91,29,60,3.010000001,10,,6.53813765
4/6/1965,36.2,22.8,29.5,82,29,55.5,2.1,4.9,,5.106674151
4/7/1965,37.2,21,29.1,94,33,63.5,1.4,7.199999999,,4.946165791
4/8/1965,31,22.2,26.6,85,42,63.5,3.010000001,2.3,,4.36104429
4/9/1965,33.90000001,22,27.95,54,24,39,2.8,3.6,,5.949676631
4/10/1965,36,21.7,28.85,65,21,43,1.33,9,,5.611078151
4/11/1965,37.09999999,22.1,29.6,71,22,46.5,1.12,10.8,,5.869805651
4/12/1965,36.5,23.5,30,86,28,57,2.38,9.800000001,,6.411830971
4/13/1965,36.90000001,23,29.95,100,32,66,2.38,9.300000001,,5.95604169
4/14/1965,34,20.8,27.4,94,41,67.5,1.61,7.9,,4.925641069
4/15/1965,36.09999999,22.9,29.49999999,90,26,58,1.61,9,,5.664567711
4/16/1965,35.2,22,28.6,91,23,57,2.1,6,,5.196699759
4/17/1965,32,23.9,27.95,82,46,64,1.89,3.1,,4.102463091
4/18/1965,34.8,23.4,29.1,93,44,68.5,2.38,7.199999999,,5.23150113
4/19/1965,31.8,23,27.4,85,51,68,2.59,5.199999999,,4.66183481
4/20/1965,35,23.7,29.35,91,39,65,2.38,10.5,,6.17624099
4/21/1965,34,23.9,28.95,92,47,69.5,2.31,7,,5.0950273
4/22/1965,35.3,21.8,28.55,91,39,65,2.59,8.199999999,,5.607999559
4/23/1965,31.3,21,26.15,96,55,75.5,2.17,7.4,,4.568143349
4/24/1965,26.6,20.9,23.75,100,79,89.5,2.03,1.5,,2.493463627
4/25/1965,30.4,19.9,25.15,98,64,81,1.61,4.9,,3.62097422
4/26/1965,33.5,21,27.25,98,51,74.5,0.91,9,,4.821307048
4/27/1965,34,22.5,28.25,93,50,71.5,1.61,11.1,,5.693768689
4/28/1965,31.8,21.7,26.75,92,59,75.5,2.03,9.699999999,,5.130941641
4/29/1965,30.4,19.6,25,98,56,77,1.47,3.4,,3.340803488
4/30/1965,31.2,22.4,26.8,95,63,79,1.68,8.5,,4.697652373
5/1/1965,29,21.1,25.05,93,66,79.5,2.03,0.7,,2.783867328
5/2/1965,31.8,22.9,27.35,93,54,73.5,2.17,8.899999999,,5.110106131
5/3/1965,30.9,20,25.45,98,60,79,1.89,2.2,,3.130938076
5/4/1965,33.90000001,23.4,28.65,88,46,67,0.49,8.699999999,,4.741801862
5/5/1965,33.5,23.6,28.55,92,50,71,1.33,10.4,,5.460094558
5/6/1965,32.3,21.4,26.85,95,55,75,2.17,10.5,,5.33727707
5/7/1965,33.90000001,23,28.45,95,50,72.5,1.82,9.199999999,,5.2545298
5/8/1965,33.5,22.8,28.15,91,48,69.5,1.61,10.5,,5.528858392
5/9/1965,33.8,21.3,27.55,88,42,65,2.52,10.5,,5.87827936
5/10/1965,33.59999999,23,28.3,93,49,71,2.1,9,,5.29888303
5/11/1965,34.5,24,29.25,86,43,64.5,1.68,10.4,,5.779925449
5/12/1965,35,23.6,29.3,100,44,72,2.1,9.699999999,,5.565151431
5/13/1965,35,20,27.5,91,42,66.5,1.4,10.1,,5.30357288
5/14/1965,33.8,22,27.9,94,55,74.5,1.4,10.3,,5.265592808
5/15/1965,33.40000001,24,28.7,90,45,67.5,2.869999999,8.899999999,,5.700208111
5/16/1965,34.40000001,22.4,28.4,89,44,66.5,1.89,9.800000001,,5.534308439
5/17/1965,33.3,20.2,26.75,91,40,65.5,1.68,7.300000001,,4.70301063
5/18/1965,34.2,21.6,27.9,94,46,70,0.98,8,,4.622870946
5/19/1965,32,20.2,26.1,91,52,71.5,1.68,7.699999999,,4.551374109
5/20/1965,32.40000001,22.8,27.6,96,51,73.5,2.1,9.600000001,,5.213450961
5/21/1965,34,23.2,28.6,92,46,69,1.4,10.5,,5.465635119
5/22/1965,33.40000001,21.8,27.6,95,48,71.5,1.75,10.4,,5.355972471
5/23/1965,32.3,20.2,26.25,93,49,71,1.19,9.899999999,,4.911410814
5/24/1965,33.40000001,22.3,27.85,93,45,69,1.4,10.8,,5.417944826
5/25/1965,30.7,21,25.85,91,54,72.5,2.17,6.4,,4.328011859
5/26/1965,33.3,21.2,27.25,95,46,70.5,2.38,10.9,,5.591624931
5/27/1965,33.3,21,27.15,96,48,72,1.89,10.4,,5.292766899
5/28/1965,30.8,18.8,24.8,98,60,79,1.68,0.6,,2.64605135
5/29/1965,30.3,21,25.65,96,55,75.5,1.68,10.8,,5.032534318
5/30/1965,31.8,23,27.4,91,53,72,2.03,5.5,,4.266638
5/31/1965,30.6,22.2,26.4,95,59,77,2.1,4.4,,3.75556454
6/1/1965,33,20.4,26.7,96,49,72.5,1.33,9.899999999,,4.945780821
6/2/1965,29.8,22,25.9,89,58,73.5,1.68,6.5,,4.166706657
6/3/1965,32.2,22,27.1,97,51,74,2.31,10.5,,5.309825798
6/4/1965,32.5,19.6,26.05,95,55,75,2.52,11.3,,5.31581202
6/5/1965,31.8,23.4,27.6,90,56,73,2.31,6.800000001,,4.604491539
6/6/1965,32,22.9,27.45,93,53,73,3.08,11.1,,5.672432
6/7/1965,30,19.8,24.9,93,61,77,1.82,4.5,,3.560788356
6/8/1965,32.7,21.9,27.3,95,47,71,1.12,9.300000001,,4.818111951
6/9/1965,27,20,23.5,97,69,83,0.98,1,,2.395537954
6/10/1965,30.4,21,25.7,98,54,76,1.82,9.600000001,,4.74923984
6/11/1965,27,19.7,23.35,97,73,85,1.89,0.4,,2.332716619
6/12/1965,28.6,20.6,24.6,98,61,79.5,1.12,7.800000001,,4.048802841
6/13/1965,27.9,21.9,24.9,96,63,79.5,1.82,2.8,,3.112487405
6/14/1965,30.6,21,25.8,95,52,73.5,1.19,8.600000001,,4.455992395
6/15/1965,31.8,21.8,26.8,96,48,72,1.68,8.300000001,,4.66849567
6/16/1965,29.9,20,24.95,99,59,79,1.47,6.9,,3.940326725
6/17/1965,29,22.5,25.75,95,64,79.5,1.19,4.300000001,,3.377213978
6/18/1965,31.8,22,26.9,97,51,74,0.77,6.9,,4.051898466
6/19/1965,29.4,19.4,24.4,98,65,81.5,1.12,3.7,,3.084949455
6/20/1965,29.5,20.1,24.8,95,59,77,1.82,5.6,,3.761712675
6/21/1965,25.3,20,22.65,98,77,87.5,0.98,1,,2.257936707
6/22/1965,30.3,21.7,26,96,57,76.5,1.68,7.5,,4.275502121
6/23/1965,28.6,21.5,25.05,95,59,77,1.89,3,,3.259972224
6/24/1965,30.2,20.6,25.4,98,55,76.5,1.12,4.4,,3.408705889
6/25/1965,28,19.2,23.6,98,62,80,1.61,1.5,,2.687132222
6/26/1965,30.1,21.8,25.95,96,56,76,1.12,7.4,,4.137664562
6/27/1965,29.2,20.9,25.05,94,60,77,1.89,6.1,,3.901141164
6/28/1965,30.4,21.2,25.8,96,57,76.5,1.47,7.6,,4.231558049
6/29/1965,28.4,21.3,24.85,96,63,79.5,0.7,4.6,,3.271186285
6/30/1965,30.6,21,25.8,96,54,75,1.68,10,,4.826347999
7/1/1965,30.2,21.8,26,98,57,77.5,0.98,4.6,,3.449710806
7/2/1965,30.6,21,25.8,98,59,78.5,1.33,5.4,,3.674316133
7/3/1965,29.4,19.8,24.6,98,62,80,0.77,9.100000001,,4.279356519
7/4/1965,28.3,21.6,24.95,95,62,78.5,1.89,5.1,,3.637772492
7/5/1965,30.5,21.6,26.05,93,55,74,1.89,7.9,,4.48617113
7/6/1965,29,20.8,24.9,98,62,80,1.47,3.1,,3.087751519
7/7/1965,30,20.4,25.2,98,59,78.5,1.4,5.4,,3.637451785
7/8/1965,28.2,20,24.1,96,57,76.5,1.19,4.4,,3.326875871
7/9/1965,29.6,19.8,24.7,98,57,77.5,1.68,9,,4.425867973
7/10/1965,29.1,22,25.55,95,57,76,1.82,4.699999999,,3.682790143
7/11/1965,30.6,22.1,26.35,97,60,78.5,1.12,2.5,,3.015912639
7/12/1965,27,19.4,23.2,100,70,85,2.73,0.3,,2.396194192
7/13/1965,28.3,20,24.15,98,65,81.5,1.12,3.9,,3.118521729
7/14/1965,25.8,21,23.4,98,70,84,2.52,1,,2.569604556
7/15/1965,28.2,21,24.6,98,63,80.5,0.91,2.6,,2.843826926
7/16/1965,30.8,20.2,25.5,97,57,77,1.19,6.6,,3.934466894
7/17/1965,28.2,19.1,23.65,97,63,80,0.98,8,,3.981263827
7/18/1965,29,20.9,24.95,97,58,77.5,0.77,5,,3.427800562
7/19/1965,31,22.2,26.6,98,54,76,1.68,6.9,,4.251553614
7/20/1965,28.6,19,23.8,98,63,80.5,1.19,5.9,,3.565251391
7/21/1965,28.4,19.9,24.15,99,63,81,1.61,0,,2.389942666
7/22/1965,28.5,21.1,24.8,98,65,81.5,0.91,1.9,,2.689995462
7/23/1965,28.4,21.1,24.75,97,64,80.5,0.77,2.4,,2.790080325
7/24/1965,29.4,21.1,25.25,96,64,80,1.47,3.7,,3.271086111
7/25/1965,23.2,19.2,21.2,99,88,93.5,0.77,0,,1.888644845
7/26/1965,26.5,21.4,23.95,98,75,86.5,2.03,0.3,,2.313697654
7/27/1965,25.7,20.3,23,98,79,88.5,1.68,0.3,,2.165814404
7/28/1965,28.7,20.6,24.65,98,64,81,1.12,5.300000001,,3.509479909
7/29/1965,30,21,25.5,98,59,78.5,1.12,4.4,,3.423600466
7/30/1965,27.9,20.5,24.2,98,71,84.5,1.4,4.1,,3.164552357
7/31/1965,28,21.6,24.8,96,64,80,1.19,3.7,,3.198095999
8/1/1965,26.8,22,24.4,98,79,88.5,1.47,0,,2.158909562
8/2/1965,27.2,20.5,23.85,98,72,85,1.47,1,,2.457110744
8/3/1965,30,21,25.5,100,58,79,1.68,7.800000001,,4.291963326
8/4/1965,27,21,24,96,62,79,1.89,1.7,,2.880822687
8/5/1965,28.2,21.7,24.95,98,61,79.5,2.52,2.6,,3.24236321
8/6/1965,25.8,21.4,23.6,97,73,85,2.1,0.9,,2.497402301
8/7/1965,27,20.4,23.7,98,69,83.5,1.61,2.3,,2.797643576
8/8/1965,28,20.6,24.3,97,66,81.5,1.61,5,,3.48964123
8/9/1965,27.7,20,23.85,96,67,81.5,1.89,2.2,,2.893294868
8/10/1965,27.4,21,24.2,98,68,83,1.47,2.6,,2.899018531
8/11/1965,27.5,20.6,24.05,98,70,84,1.82,1,,2.555462454
8/12/1965,27,21.2,24.1,96,67,81.5,1.19,0.5,,2.417706929
8/13/1965,28.9,20.4,24.65,98,59,78.5,1.19,3.3,,3.152796383
8/14/1965,26.4,21.2,23.8,100,74,87,1.12,1.3,,2.450804248
8/15/1965,27.9,19.5,23.7,98,55,76.5,1.19,2.7,,2.996874472
8/16/1965,30,20.6,25.3,98,55,76.5,1.47,9.199999999,,4.649342617
8/17/1965,28,21.3,24.65,95,63,79,1.61,3.5,,3.277844879
8/18/1965,31.5,21.1,26.3,96,49,72.5,0.7,6.4,,3.974558326
8/19/1965,32.09999999,20.3,26.2,96,50,73,0.7,11.1,,5.103145132
8/20/1965,27.6,19.5,23.55,97,69,83,1.61,1,,2.536946363
8/21/1965,29.2,21.3,25.25,96,62,79,1.4,3.2,,3.219677133
8/22/1965,24.9,18.5,21.7,100,79,89.5,1.4,1,,2.230229496
8/23/1965,28.6,21.4,25,98,65,81.5,2.31,2.6,,3.145085238
8/24/1965,27.8,21,24.4,98,69,83.5,1.61,4.300000001,,3.314509004
8/25/1965,29,21.3,25.15,96,58,77,0.98,3.4,,3.204911331
8/26/1965,29.4,19,24.2,97,59,78,1.4,4.9,,3.545639289
8/27/1965,30.1,21.6,25.85,100,54,77,1.33,3.1,,3.279835215
8/28/1965,24.4,18.7,21.55,98,82,90,1.61,0.2,,2.045464108
8/29/1965,28,21.3,24.65,100,66,83,2.03,3.8,,3.285354582
8/30/1965,27.4,21.4,24.4,98,70,84,0.91,1.7,,2.622729994
8/31/1965,26,20.7,23.35,98,80,89,1.33,0,,2.103504351
9/1/1965,27.5,20.3,23.9,98,66,82,2.17,3.1,,3.125953717
9/2/1965,26.8,20.5,23.65,98,68,83,2.73,2.5,,3.001367892
9/3/1965,28,20.5,24.25,94,62,78,2.1,5.300000001,,3.762115967
9/4/1965,28.6,19.5,24.05,98,59,78.5,1.68,7.9,,4.221887054
9/5/1965,29.7,19.8,24.75,99,60,79.5,1.61,6.300000001,,3.909883369
9/6/1965,27.9,20.5,24.2,98,66,82,0.7,2.2,,2.723605638
9/7/1965,28.2,19.6,23.9,98,58,78,0.7,3.8,,3.125954796
9/8/1965,29.2,21.4,25.3,98,61,79.5,1.12,4.9,,3.558749746
9/9/1965,28,20,24,96,61,78.5,1.47,3.8,,3.284446574
9/10/1965,29.6,21.6,25.6,98,60,79,0.91,5.9,,3.793201505
9/11/1965,30.8,21,25.9,97,57,77,1.47,4.300000001,,3.593727411
9/12/1965,25.4,19.4,22.4,98,69,83.5,0.91,3.6,,2.931766541
9/13/1965,28.6,20.8,24.7,98,59,78.5,1.33,5.199999999,,3.626157203
9/14/1965,29.5,21.4,25.45,96,63,79.5,1.19,3.8,,3.313988038
9/15/1965,29.4,21.4,25.4,100,58,79,1.33,6.699999999,,4.025595985
9/16/1965,30.4,18.9,24.65,98,56,77,1.61,4.300000001,,3.507148081
9/17/1965,29.9,19.2,24.55,100,60,80,0.7,7,,3.902594211
9/18/1965,30.3,20.5,25.4,98,63,80.5,1.12,4.300000001,,3.38713284
9/19/1965,30.1,19.7,24.9,98,62,80,2.38,7.4,,4.216852508
9/20/1965,29.3,19.6,24.45,98,60,79,0.91,3.4,,3.081246373
9/21/1965,29.2,18.2,23.7,96,62,79,0.7,6.1,,3.605900924
9/22/1965,30.2,20.8,25.5,96,59,77.5,1.61,7.300000001,,4.2320123
9/23/1965,29.4,21,25.2,99,61,80,1.68,4.9,,3.598046399
9/24/1965,26.4,19.6,23,99,72,85.5,1.33,0.5,,2.258127732
9/25/1965,28.3,20,24.15,97,64,80.5,1.19,4.1,,3.229623751
9/26/1965,32.2,21,26.6,96,52,74,1.12,9.699999999,,4.869138733
9/27/1965,29.4,22.2,25.8,96,67,81.5,1.12,2.2,,2.863231353
9/28/1965,30.4,20.8,25.6,96,51,73.5,0.98,3.2,,3.1958217
9/29/1965,30,21.6,25.8,98,66,82,1.4,2.5,,2.967689569
9/30/1965,29.4,20.4,24.9,95,59,77,1.33,2.4,,2.991602591
10/1/1965,31.4,19,25.2,98,55,76.5,1.68,6.1,,3.929822876
10/2/1965,30.5,20.5,25.5,96,53,74.5,0.7,5.699999999,,3.651367322
10/3/1965,29,20,24.5,97,64,80.5,1.61,3.3,,3.116039417
10/4/1965,31,19,25,96,50,73,0.77,8.300000001,,4.225754907
10/5/1965,30.3,20,25.15,98,59,78.5,1.47,5.1,,3.587600921
10/6/1965,29.4,19.7,24.55,96,58,77,1.19,6,,3.702376334
10/7/1965,29.8,21.3,25.55,98,61,79.5,1.61,7.199999999,,4.084159346
10/8/1965,31.4,19.2,25.3,100,53,76.5,0.91,6.199999999,,3.749773003
10/9/1965,29,20.4,24.7,99,65,82,0.91,3.9,,3.088820639
10/10/1965,29.1,20.4,24.75,98,66,82,1.47,3.5,,3.080630084
10/11/1965,30.1,19.7,24.9,98,55,76.5,1.89,9,,4.490294863
10/12/1965,31.1,20.9,26,100,56,78,1.33,6.800000001,,3.993401076
10/13/1965,31,21.7,26.35,98,59,78.5,0.98,4.9,,3.493232504
10/14/1965,29,21.1,25.05,98,68,83,1.82,4,,3.20877286
10/15/1965,32.59999999,20.5,26.55,96,50,73,1.47,9.899999999,,4.85968516
10/16/1965,30.4,21.1,25.75,96,60,78,1.89,3.6,,3.349133424
10/17/1965,31.6,21.4,26.5,99,60,79.5,1.33,9.5,,4.602303328
10/18/1965,31.1,21.4,26.25,98,55,76.5,1.82,9.199999999,,4.632611917
10/19/1965,30.7,20,25.35,100,54,77,1.68,5.4,,3.663754545
10/20/1965,32.2,20.7,26.45,100,48,74,0.77,6.199999999,,3.747726168
10/21/1965,29.4,20.4,24.9,98,49,73.5,1.61,2.8,,3.150579158
10/22/1965,32.59999999,19.1,25.85,95,43,69,0.91,7.9,,4.146314776
10/23/1965,32,20,26,95,55,75,1.33,10.6,,4.794421492
10/24/1965,31.2,22,26.6,94,56,75,2.38,6.4,,4.195674099
10/25/1965,30.6,21,25.8,99,56,77.5,1.68,6.800000001,,3.946168575
10/26/1965,33,20.1,26.55,98,51,74.5,0.98,10.8,,4.807332342
10/27/1965,32.7,21.1,26.9,95,51,73,0.98,10.3,,4.737210069
10/28/1965,31.7,22.2,26.95,94,55,74.5,1.68,10.3,,4.88338799
10/29/1965,31.9,21.5,26.7,100,46,73,1.68,6.6,,4.08553968
10/30/1965,32.09999999,20.8,26.45,96,45,70.5,0.91,8.5,,4.246977542
10/31/1965,31,20.9,25.95,100,42,71,1.61,6.9,,4.0801565
11/1/1965,32.2,20.5,26.35,98,38,68,1.33,8.800000001,,4.466754327
11/2/1965,33.5,20.2,26.85,76,27,51.5,1.68,10.2,,5.278331129
11/3/1965,34,19,26.5,80,26,53,1.47,10.6,,5.124763859
11/4/1965,33,18.5,25.75,78,35,56.5,1.12,10.7,,4.77386838
11/5/1965,33.40000001,19.1,26.25000001,100,23,61.5,1.47,7.699999999,,4.379319711
11/6/1965,34,18.5,26.25,96,30,63,1.4,10.8,,4.908442181
11/7/1965,34.5,17.8,26.15,83,26,54.5,1.12,11,,4.85696698
11/8/1965,33.59999999,17.4,25.49999999,100,22,61,1.61,8.5,,4.49913522
11/9/1965,32.8,16.5,24.65,100,30,65,1.47,7.300000001,,4.0239485
11/10/1965,34,20,27,98,34,66,1.61,9.100000001,,4.66428682
11/11/1965,33.2,19.7,26.45,96,36,66,1.4,8.800000001,,4.43859018
11/12/1965,34,21.7,27.85,100,30,65,1.19,7.5,,4.235792292
11/13/1965,34,20,27,100,34,67,1.12,8.399999999,,4.261308698
11/14/1965,33.7,19.7,26.7,98,33,65.5,1.33,7.6,,4.17814409
11/15/1965,34,18,26,100,20,60,1.47,7.9,,4.32652349
11/16/1965,34.3,16.5,25.4,82,24,53,1.61,10,,4.833862389
11/17/1965,34.40000001,17.7,26.05,67,16,41.5,1.61,8.199999999,,4.833791161
11/18/1965,32.90000001,18,25.45,65,19,42,1.68,8.600000001,,4.870140331
11/19/1965,33,15.5,24.25,77,27,52,1.47,9.399999999,,4.49747115
11/20/1965,32.8,19.5,26.15,71,25,48,1.4,8.100000001,,4.502696101
11/21/1965,34.40000001,21,27.7,60,20,40,1.61,9.199999999,,5.1674923
11/22/1965,34.8,19.4,27.1,62,23,42.5,1.19,9.899999999,,4.755680149
11/23/1965,34.2,17.4,25.8,99,22,60.5,1.47,8.699999999,,4.37059265
11/24/1965,33.2,17.4,25.3,99,38,68.5,1.12,8.899999999,,4.058742356
11/25/1965,33.90000001,19.8,26.85,92,29,60.5,0.98,9.899999999,,4.41479593
11/26/1965,34.09999999,18.9,26.49999999,77,19,48,1.47,9.899999999,,4.841306431
11/27/1965,32.40000001,16.6,24.50000001,58,21,39.5,1.47,9.100000001,,4.61606897
11/28/1965,32.40000001,17.2,24.8,52,20,36,1.47,8.100000001,,4.55967756
11/29/1965,32.2,16.3,24.25,60,24,42,2.03,6.199999999,,4.61721462
11/30/1965,32.8,19.2,26,52,25,38.5,1.47,9,,4.758612251
12/1/1965,33.2,17.4,25.3,48,20,34,1.4,9.800000001,,4.769452332
12/2/1965,33.3,15,24.15,70,22,46,1.47,9,,4.427508971
12/3/1965,34.2,18.3,26.25,83,21,52,1.33,8.899999999,,4.433778381
12/4/1965,33.09999999,17.9,25.49999999,38,14,26,2.17,9.600000001,,5.738646019
12/5/1965,32,15,23.5,52,19,35.5,1.4,9,,4.435915979
12/6/1965,32.09999999,17,24.55,40,20,30,2.38,9,,5.647583811
12/7/1965,32.40000001,15.5,23.95,46,20,33,1.61,9.5,,4.783699801
12/8/1965,32.59999999,17.5,25.05,41,19,30,1.82,9,,5.120753679
12/9/1965,33.5,15.4,24.45,59,20,39.5,1.82,8.899999999,,4.83379898
