YEAR,MM,DD,PRECTOTCORR,NAMES
1990,12,30,0,bobo
1990,12,31,0,bobo
1991,1,1,0,bobo
1991,1,2,0,bobo
1991,1,3,0,bobo
1991,1,4,0,bobo
1991,1,5,0,bobo
1991,1,6,0,bobo
1991,1,7,0,bobo
1991,1,8,0,bobo
1991,1,9,0,bobo
1991,1,10,0,bobo
1991,1,11,0,bobo
1991,1,12,0,bobo
1991,1,13,0,bobo
1991,1,14,0,bobo
1991,1,15,0,bobo
1991,1,16,0,bobo
1991,1,17,0.03,bobo
1991,1,18,0,bobo
1991,1,19,0,bobo
1991,1,20,0,bobo
1991,1,21,0.28,bobo
1991,1,22,0.01,bobo
1991,1,23,0,bobo
1991,1,24,0,bobo
1991,1,25,0.02,bobo
1991,1,26,0,bobo
1991,1,27,0,bobo
1991,1,28,0,bobo
1991,1,29,0,bobo
1991,1,30,0,bobo
1991,1,31,0,bobo
1991,2,1,0,bobo
1991,2,2,0,bobo
1991,2,3,0,bobo
1991,2,4,0,bobo
1991,2,5,0,bobo
1991,2,6,0,bobo
1991,2,7,0,bobo
1991,2,8,0,bobo
1991,2,9,0,bobo
1991,2,10,0,bobo
1991,2,11,0,bobo
1991,2,12,0,bobo
1991,2,13,0,bobo
1991,2,14,0,bobo
1991,2,15,9.03,bobo
1991,2,16,0.71,bobo
1991,2,17,0,bobo
1991,2,18,0,bobo
1991,2,19,0.14,bobo
1991,2,20,0,bobo
1991,2,21,0,bobo
1991,2,22,0,bobo
1991,2,23,0,bobo
1991,2,24,0,bobo
1991,2,25,0,bobo
1991,2,26,0,bobo
1991,2,27,0,bobo
1991,2,28,0,bobo
1991,3,1,0,bobo
1991,3,2,0,bobo
1991,3,3,0,bobo
1991,3,4,0,bobo
1991,3,5,0,bobo
1991,3,6,0,bobo
1991,3,7,2.18,bobo
1991,3,8,1.41,bobo
1991,3,9,1.59,bobo
1991,3,10,2.07,bobo
1991,3,11,2.12,bobo
1991,3,12,1.53,bobo
1991,3,13,4.09,bobo
1991,3,14,7.87,bobo
1991,3,15,6.89,bobo
1991,3,16,0.41,bobo
1991,3,17,0,bobo
1991,3,18,0,bobo
1991,3,19,0,bobo
1991,3,20,0,bobo
1991,3,21,0,bobo
1991,3,22,3.18,bobo
1991,3,23,2.77,bobo
1991,3,24,5.18,bobo
1991,3,25,0.35,bobo
1991,3,26,4.63,bobo
1991,3,27,0.12,bobo
1991,3,28,0.46,bobo
1991,3,29,0.01,bobo
1991,3,30,0.55,bobo
1991,3,31,0.34,bobo
1991,4,1,0,bobo
1991,4,2,0.1,bobo
1991,4,3,0,bobo
1991,4,4,0,bobo
1991,4,5,0.02,bobo
1991,4,6,0.59,bobo
1991,4,7,0.34,bobo
1991,4,8,0.02,bobo
1991,4,9,1.24,bobo
1991,4,10,1.5,bobo
1991,4,11,1.36,bobo
1991,4,12,0.97,bobo
1991,4,13,5.4,bobo
1991,4,14,2.13,bobo
1991,4,15,1.77,bobo
1991,4,16,1.67,bobo
1991,4,17,2.78,bobo
1991,4,18,3.32,bobo
1991,4,19,3.06,bobo
1991,4,20,5.32,bobo
1991,4,21,0.4,bobo
1991,4,22,2.49,bobo
1991,4,23,4.04,bobo
1991,4,24,0.72,bobo
1991,4,25,3.2,bobo
1991,4,26,1.95,bobo
1991,4,27,2.12,bobo
1991,4,28,0.84,bobo
1991,4,29,0.34,bobo
1991,4,30,0.41,bobo
1991,5,1,0.41,bobo
1991,5,2,0.4,bobo
1991,5,3,6.59,bobo
1991,5,4,2.02,bobo
1991,5,5,1.38,bobo
1991,5,6,1.19,bobo
1991,5,7,1.51,bobo
1991,5,8,4.53,bobo
1991,5,9,5.08,bobo
1991,5,10,2.28,bobo
1991,5,11,3.32,bobo
1991,5,12,3.28,bobo
1991,5,13,4.31,bobo
1991,5,14,1.26,bobo
1991,5,15,5.8,bobo
1991,5,16,12.84,bobo
1991,5,17,3.6,bobo
1991,5,18,8.04,bobo
1991,5,19,9.31,bobo
1991,5,20,3.42,bobo
1991,5,21,10.01,bobo
1991,5,22,7.25,bobo
1991,5,23,21.92,bobo
1991,5,24,10.45,bobo
1991,5,25,20.93,bobo
1991,5,26,4.43,bobo
1991,5,27,0.89,bobo
1991,5,28,6.96,bobo
1991,5,29,29.71,bobo
1991,5,30,12.88,bobo
1991,5,31,5.75,bobo
1991,6,1,4.09,bobo
1991,6,2,5.78,bobo
1991,6,3,5.51,bobo
1991,6,4,6.72,bobo
1991,6,5,1.24,bobo
1991,6,6,0.01,bobo
1991,6,7,0.25,bobo
1991,6,8,0.47,bobo
1991,6,9,0.32,bobo
1991,6,10,2.54,bobo
1991,6,11,4.57,bobo
1991,6,12,3.55,bobo
1991,6,13,0.92,bobo
1991,6,14,1.65,bobo
1991,6,15,8.21,bobo
1991,6,16,4.54,bobo
1991,6,17,1.79,bobo
1991,6,18,4.38,bobo
1991,6,19,9.44,bobo
1991,6,20,5.17,bobo
1991,6,21,1.79,bobo
1991,6,22,11.41,bobo
1991,6,23,6.31,bobo
1991,6,24,12.37,bobo
1991,6,25,0.8,bobo
1991,6,26,3.11,bobo
1991,6,27,2.69,bobo
1991,6,28,9.24,bobo
1991,6,29,3.27,bobo
1991,6,30,7.34,bobo
1991,7,1,8.29,bobo
1991,7,2,9.38,bobo
1991,7,3,32.98,bobo
1991,7,4,10.96,bobo
1991,7,5,0.99,bobo
1991,7,6,1.22,bobo
1991,7,7,0.67,bobo
1991,7,8,1.07,bobo
1991,7,9,0.76,bobo
1991,7,10,3.54,bobo
1991,7,11,3.37,bobo
1991,7,12,2.02,bobo
1991,7,13,1.08,bobo
1991,7,14,6.1,bobo
1991,7,15,9.28,bobo
1991,7,16,6.57,bobo
1991,7,17,4.82,bobo
1991,7,18,10.33,bobo
1991,7,19,5.86,bobo
1991,7,20,4.48,bobo
1991,7,21,8.28,bobo
1991,7,22,6.44,bobo
1991,7,23,4.2,bobo
1991,7,24,4.92,bobo
1991,7,25,5.13,bobo
1991,7,26,5.37,bobo
1991,7,27,1.38,bobo
1991,7,28,2.86,bobo
1991,7,29,11.07,bobo
1991,7,30,3.41,bobo
1991,7,31,8.68,bobo
1991,8,1,10.78,bobo
1991,8,2,2.92,bobo
1991,8,3,3.27,bobo
1991,8,4,5.26,bobo
1991,8,5,5.2,bobo
1991,8,6,2.64,bobo
1991,8,7,10.82,bobo
1991,8,8,14.64,bobo
1991,8,9,5.48,bobo
1991,8,10,5.4,bobo
1991,8,11,7.72,bobo
1991,8,12,38.76,bobo
1991,8,13,10.19,bobo
1991,8,14,15.23,bobo
1991,8,15,4.02,bobo
1991,8,16,6.95,bobo
1991,8,17,11.47,bobo
1991,8,18,18.44,bobo
1991,8,19,21.54,bobo
1991,8,20,26.33,bobo
1991,8,21,4.05,bobo
1991,8,22,7.6,bobo
1991,8,23,18.38,bobo
1991,8,24,7.41,bobo
1991,8,25,3.97,bobo
1991,8,26,9.41,bobo
1991,8,27,10.85,bobo
1991,8,28,7.92,bobo
1991,8,29,24.32,bobo
1991,8,30,22.59,bobo
1991,8,31,7.83,bobo
1991,9,1,22.29,bobo
1991,9,2,4.59,bobo
1991,9,3,3.54,bobo
1991,9,4,2.33,bobo
1991,9,5,3.64,bobo
1991,9,6,1.49,bobo
1991,9,7,2.64,bobo
1991,9,8,7.35,bobo
1991,9,9,3.9,bobo
1991,9,10,6.37,bobo
1991,9,11,1.61,bobo
1991,9,12,1.07,bobo
1991,9,13,1.28,bobo
1991,9,14,2.37,bobo
1991,9,15,1.67,bobo
1991,9,16,5.27,bobo
1991,9,17,3.2,bobo
1991,9,18,3.48,bobo
1991,9,19,2.94,bobo
1991,9,20,1.63,bobo
1991,9,21,1.41,bobo
1991,9,22,2.47,bobo
1991,9,23,4.73,bobo
1991,9,24,2.44,bobo
1991,9,25,2.25,bobo
1991,9,26,3.43,bobo
1991,9,27,3.5,bobo
1991,9,28,2.73,bobo
1991,9,29,13.62,bobo
1991,9,30,3.8,bobo
1991,10,1,2.92,bobo
1991,10,2,6.44,bobo
1991,10,3,6.72,bobo
1991,10,4,5.2,bobo
1991,10,5,7.69,bobo
1991,10,6,5.57,bobo
1991,10,7,1.15,bobo
1991,10,8,4.34,bobo
1991,10,9,2.1,bobo
1991,10,10,0.38,bobo
1991,10,11,1.09,bobo
1991,10,12,2.79,bobo
1991,10,13,3.02,bobo
1991,10,14,3.86,bobo
1991,10,15,2.49,bobo
1991,10,16,0.67,bobo
1991,10,17,2.07,bobo
1991,10,18,5.49,bobo
1991,10,19,3.23,bobo
1991,10,20,0.56,bobo
1991,10,21,6.94,bobo
1991,10,22,1.26,bobo
1991,10,23,1.71,bobo
1991,10,24,2.32,bobo
1991,10,25,2.6,bobo
1991,10,26,1.8,bobo
1991,10,27,1.93,bobo
1991,10,28,0.18,bobo
1991,10,29,0.1,bobo
1991,10,30,0.05,bobo
1991,10,31,-9999,bobo
1991,11,1,0.12,bobo
1991,11,2,0.08,bobo
1991,11,3,0.21,bobo
1991,11,4,0.12,bobo
1991,11,5,0.11,bobo
1991,11,6,0.05,bobo
1991,11,7,0,bobo
1991,11,8,0,bobo
1991,11,9,0,bobo
1991,11,10,0,bobo
1991,11,11,0,bobo
1991,11,12,0,bobo
1991,11,13,0,bobo
1991,11,14,0,bobo
1991,11,15,0,bobo
1991,11,16,0,bobo
1991,11,17,0,bobo
1991,11,18,0,bobo
1991,11,19,0,bobo
1991,11,20,0,bobo
1991,11,21,0,bobo
1991,11,22,0,bobo
1991,11,23,0,bobo
1991,11,24,0,bobo
1991,11,25,0,bobo
1991,11,26,0,bobo
1991,11,27,0,bobo
1991,11,28,0,bobo
1991,11,29,0,bobo
1991,11,30,0,bobo
1991,12,1,0,bobo
1991,12,2,0.12,bobo
1991,12,3,0,bobo
1991,12,4,1.78,bobo
1991,12,5,2.92,bobo
1991,12,6,0.9,bobo
1991,12,7,0,bobo
1991,12,8,0,bobo
1991,12,9,0,bobo
1991,12,10,0,bobo
1991,12,11,0,bobo
1991,12,12,0,bobo
1991,12,13,0,bobo
1991,12,14,0,bobo
1991,12,15,0,bobo
1991,12,16,0,bobo
1991,12,17,0,bobo
1991,12,18,-9999,bobo
1991,12,19,0,bobo
1991,12,20,0,bobo
1991,12,21,0,bobo
1991,12,22,0,bobo
1991,12,23,0,bobo
1991,12,24,0,bobo
1991,12,25,0,bobo
1991,12,26,0,bobo
1991,12,27,0,bobo
1991,12,28,0,bobo
1991,12,29,0,bobo
1991,12,30,0,bobo
1991,12,31,0,bobo
1992,1,1,0,bobo
1992,1,2,0,bobo
1992,1,3,0,bobo
1992,1,4,0,bobo
1992,1,5,0,bobo
1992,1,6,0,bobo
1992,1,7,0,bobo
1992,1,8,0,bobo
1992,1,9,0,bobo
1992,1,10,0,bobo
1992,1,11,0,bobo
1992,1,12,0,bobo
1992,1,13,0,bobo
1992,1,14,0,bobo
1992,1,15,0,bobo
1992,1,16,0,bobo
1992,1,17,0,bobo
1992,1,18,0,bobo
1992,1,19,0,bobo
1992,1,20,0,bobo
1992,1,21,0.12,bobo
1992,1,22,1.15,bobo
1992,1,23,0.09,bobo
1992,1,24,0.14,bobo
1992,1,25,0,bobo
1992,1,26,0,bobo
1992,1,27,0,bobo
1992,1,28,0,bobo
1992,1,29,0,bobo
1992,1,30,0,bobo
1992,1,31,0,bobo
1992,2,1,0,bobo
1992,2,2,0,bobo
1992,2,3,0,bobo
1992,2,4,0,bobo
1992,2,5,0,bobo
1992,2,6,0,bobo
1992,2,7,0,bobo
1992,2,8,0,bobo
1992,2,9,0,bobo
1992,2,10,0,bobo
1992,2,11,0,bobo
1992,2,12,0,bobo
1992,2,13,0,bobo
1992,2,14,0,bobo
1992,2,15,0,bobo
1992,2,16,0,bobo
1992,2,17,0,bobo
1992,2,18,0,bobo
1992,2,19,0,bobo
1992,2,20,0,bobo
1992,2,21,0,bobo
1992,2,22,0,bobo
1992,2,23,0,bobo
1992,2,24,0,bobo
1992,2,25,0,bobo
1992,2,26,0,bobo
1992,2,27,0,bobo
1992,2,28,0,bobo
1992,2,29,0,bobo
1992,3,1,0,bobo
1992,3,2,0.21,bobo
1992,3,3,0.29,bobo
1992,3,4,0.38,bobo
1992,3,5,0.02,bobo
1992,3,6,0,bobo
1992,3,7,0,bobo
1992,3,8,0,bobo
1992,3,9,0,bobo
1992,3,10,0,bobo
1992,3,11,0,bobo
1992,3,12,0,bobo
1992,3,13,0,bobo
1992,3,14,0,bobo
1992,3,15,0,bobo
1992,3,16,0,bobo
1992,3,17,0,bobo
1992,3,18,0,bobo
1992,3,19,0,bobo
1992,3,20,0,bobo
1992,3,21,0,bobo
1992,3,22,0,bobo
1992,3,23,0,bobo
1992,3,24,0,bobo
1992,3,25,0.01,bobo
1992,3,26,0,bobo
1992,3,27,0,bobo
1992,3,28,0,bobo
1992,3,29,0,bobo
1992,3,30,0,bobo
1992,3,31,0,bobo
1992,4,1,0.11,bobo
1992,4,2,0.14,bobo
1992,4,3,0.02,bobo
1992,4,4,0,bobo
1992,4,5,0.07,bobo
1992,4,6,0.28,bobo
1992,4,7,1.48,bobo
1992,4,8,0.25,bobo
1992,4,9,0.82,bobo
1992,4,10,2,bobo
1992,4,11,0.94,bobo
1992,4,12,0.93,bobo
1992,4,13,0.55,bobo
1992,4,14,0,bobo
1992,4,15,0,bobo
1992,4,16,0,bobo
1992,4,17,0.12,bobo
1992,4,18,0.04,bobo
1992,4,19,0.3,bobo
1992,4,20,0.36,bobo
1992,4,21,5.36,bobo
1992,4,22,4.35,bobo
1992,4,23,1.81,bobo
1992,4,24,0.08,bobo
1992,4,25,2.26,bobo
1992,4,26,0.1,bobo
1992,4,27,0.5,bobo
1992,4,28,0.45,bobo
1992,4,29,0.05,bobo
1992,4,30,0.76,bobo
1992,5,1,2.36,bobo
1992,5,2,0.34,bobo
1992,5,3,1.36,bobo
1992,5,4,1.58,bobo
1992,5,5,0.75,bobo
1992,5,6,1.6,bobo
1992,5,7,3.87,bobo
1992,5,8,6.72,bobo
1992,5,9,0.43,bobo
1992,5,10,4.85,bobo
1992,5,11,1.76,bobo
1992,5,12,1.59,bobo
1992,5,13,1.04,bobo
1992,5,14,0.24,bobo
1992,5,15,4.66,bobo
1992,5,16,6.81,bobo
1992,5,17,2.71,bobo
1992,5,18,5.77,bobo
1992,5,19,4.23,bobo
1992,5,20,3.68,bobo
1992,5,21,0.48,bobo
1992,5,22,0.93,bobo
1992,5,23,2.04,bobo
1992,5,24,1.19,bobo
1992,5,25,2.09,bobo
1992,5,26,0.83,bobo
1992,5,27,7.64,bobo
1992,5,28,7.71,bobo
1992,5,29,12.27,bobo
1992,5,30,2.72,bobo
1992,5,31,4.95,bobo
1992,6,1,4.45,bobo
1992,6,2,5.47,bobo
1992,6,3,15.28,bobo
1992,6,4,7.59,bobo
1992,6,5,6.9,bobo
1992,6,6,6.92,bobo
1992,6,7,7.03,bobo
1992,6,8,0.56,bobo
1992,6,9,1.05,bobo
1992,6,10,12.23,bobo
1992,6,11,1.03,bobo
1992,6,12,7.73,bobo
1992,6,13,13.9,bobo
1992,6,14,14.12,bobo
1992,6,15,3.95,bobo
1992,6,16,5.4,bobo
1992,6,17,2.86,bobo
1992,6,18,3.48,bobo
1992,6,19,9.72,bobo
1992,6,20,0.37,bobo
1992,6,21,0.46,bobo
1992,6,22,1.48,bobo
1992,6,23,1.12,bobo
1992,6,24,4.16,bobo
1992,6,25,14.56,bobo
1992,6,26,5.23,bobo
1992,6,27,12,bobo
1992,6,28,3.28,bobo
1992,6,29,8.53,bobo
1992,6,30,6.14,bobo
1992,7,1,4.01,bobo
1992,7,2,5.32,bobo
1992,7,3,17.87,bobo
1992,7,4,2.92,bobo
1992,7,5,1.79,bobo
1992,7,6,5.62,bobo
1992,7,7,1.46,bobo
1992,7,8,3.48,bobo
1992,7,9,6.19,bobo
1992,7,10,5.71,bobo
1992,7,11,3.94,bobo
1992,7,12,3.58,bobo
1992,7,13,3.48,bobo
1992,7,14,12.14,bobo
1992,7,15,7.95,bobo
1992,7,16,5.07,bobo
1992,7,17,2.28,bobo
1992,7,18,3.68,bobo
1992,7,19,1.45,bobo
1992,7,20,0.43,bobo
1992,7,21,1.76,bobo
1992,7,22,13.92,bobo
1992,7,23,18.35,bobo
1992,7,24,14.18,bobo
1992,7,25,12.05,bobo
1992,7,26,3.87,bobo
1992,7,27,6.38,bobo
1992,7,28,7.9,bobo
1992,7,29,10.9,bobo
1992,7,30,1.7,bobo
1992,7,31,3.1,bobo
1992,8,1,6.12,bobo
1992,8,2,3.44,bobo
1992,8,3,3.43,bobo
1992,8,4,1.58,bobo
1992,8,5,1.81,bobo
1992,8,6,1.14,bobo
1992,8,7,2.32,bobo
1992,8,8,0.86,bobo
1992,8,9,7.22,bobo
1992,8,10,4.74,bobo
1992,8,11,9.7,bobo
1992,8,12,3.21,bobo
1992,8,13,12.7,bobo
1992,8,14,21.92,bobo
1992,8,15,10.69,bobo
1992,8,16,21.75,bobo
1992,8,17,6.29,bobo
1992,8,18,3.78,bobo
1992,8,19,1.94,bobo
1992,8,20,1.66,bobo
1992,8,21,1.57,bobo
1992,8,22,4.28,bobo
1992,8,23,2.95,bobo
1992,8,24,15.25,bobo
1992,8,25,31.53,bobo
1992,8,26,10.68,bobo
1992,8,27,23.46,bobo
1992,8,28,26.38,bobo
1992,8,29,5.43,bobo
1992,8,30,10.37,bobo
1992,8,31,2.2,bobo
1992,9,1,1.25,bobo
1992,9,2,0.85,bobo
1992,9,3,7.38,bobo
1992,9,4,5.38,bobo
1992,9,5,6.61,bobo
1992,9,6,5.22,bobo
1992,9,7,9.93,bobo
1992,9,8,7.86,bobo
1992,9,9,4.11,bobo
1992,9,10,3.25,bobo
1992,9,11,0.87,bobo
1992,9,12,2.68,bobo
1992,9,13,5.05,bobo
1992,9,14,6.1,bobo
1992,9,15,5.21,bobo
1992,9,16,37.47,bobo
1992,9,17,2.98,bobo
1992,9,18,3.92,bobo
1992,9,19,7.88,bobo
1992,9,20,5.97,bobo
1992,9,21,4.03,bobo
1992,9,22,7.38,bobo
1992,9,23,0.17,bobo
1992,9,24,0.42,bobo
1992,9,25,0.27,bobo
1992,9,26,0.41,bobo
1992,9,27,0.25,bobo
1992,9,28,3.78,bobo
1992,9,29,2.75,bobo
1992,9,30,3.22,bobo
1992,10,1,1.44,bobo
1992,10,2,0.81,bobo
1992,10,3,0.41,bobo
1992,10,4,1.41,bobo
1992,10,5,1.01,bobo
1992,10,6,1.61,bobo
1992,10,7,1.16,bobo
1992,10,8,5.45,bobo
1992,10,9,1.92,bobo
1992,10,10,1.63,bobo
1992,10,11,2.98,bobo
1992,10,12,2.2,bobo
1992,10,13,2.61,bobo
1992,10,14,2.43,bobo
1992,10,15,3.14,bobo
1992,10,16,1.12,bobo
1992,10,17,2.3,bobo
1992,10,18,2.21,bobo
1992,10,19,1.76,bobo
1992,10,20,2.89,bobo
1992,10,21,0.33,bobo
1992,10,22,2.86,bobo
1992,10,23,1.77,bobo
1992,10,24,3.46,bobo
1992,10,25,2.95,bobo
1992,10,26,5.15,bobo
1992,10,27,5.74,bobo
1992,10,28,0.06,bobo
1992,10,29,0.08,bobo
1992,10,30,0.1,bobo
1992,10,31,0.06,bobo
1992,11,1,0.1,bobo
1992,11,2,0.02,bobo
1992,11,3,0,bobo
1992,11,4,0,bobo
1992,11,5,0.01,bobo
1992,11,6,0.01,bobo
1992,11,7,8.24,bobo
1992,11,8,8.36,bobo
1992,11,9,0.89,bobo
1992,11,10,0.16,bobo
1992,11,11,10.53,bobo
1992,11,12,0,bobo
1992,11,13,0,bobo
1992,11,14,0,bobo
1992,11,15,0,bobo
1992,11,16,0,bobo
1992,11,17,0,bobo
1992,11,18,0,bobo
1992,11,19,0,bobo
1992,11,20,0,bobo
1992,11,21,0,bobo
1992,11,22,0,bobo
1992,11,23,0,bobo
1992,11,24,0,bobo
1992,11,25,0,bobo
1992,11,26,0,bobo
1992,11,27,0,bobo
1992,11,28,0,bobo
1992,11,29,0,bobo
1992,11,30,0,bobo
1992,12,1,0,bobo
1992,12,2,0,bobo
1992,12,3,0,bobo
1992,12,4,0,bobo
1992,12,5,0,bobo
1992,12,6,0,bobo
1992,12,7,0,bobo
1992,12,8,0,bobo
1992,12,9,0,bobo
1992,12,10,0,bobo
1992,12,11,0,bobo
1992,12,12,0,bobo
1992,12,13,0,bobo
1992,12,14,0,bobo
1992,12,15,0,bobo
1992,12,16,0,bobo
1992,12,17,0,bobo
1992,12,18,0,bobo
1992,12,19,0,bobo
1992,12,20,0,bobo
1992,12,21,0,bobo
1992,12,22,0,bobo
1992,12,23,0,bobo
1992,12,24,0,bobo
1992,12,25,0,bobo
1992,12,26,0,bobo
1992,12,27,0,bobo
1992,12,28,0,bobo
1992,12,29,0,bobo
1992,12,30,0,bobo
1992,12,31,0,bobo
1993,1,1,0,bobo
1993,1,2,0,bobo
1993,1,3,0,bobo
1993,1,4,0,bobo
1993,1,5,0,bobo
1993,1,6,0,bobo
1993,1,7,0,bobo
1993,1,8,0,bobo
1993,1,9,0,bobo
1993,1,10,0,bobo
1993,1,11,0,bobo
1993,1,12,0,bobo
1993,1,13,0,bobo
1993,1,14,0,bobo
1993,1,15,0,bobo
1993,1,16,0,bobo
1993,1,17,0,bobo
1993,1,18,0,bobo
1993,1,19,0,bobo
1993,1,20,0,bobo
1993,1,21,0,bobo
1993,1,22,0,bobo
1993,1,23,0,bobo
1993,1,24,0,bobo
1993,1,25,0,bobo
1993,1,26,0,bobo
1993,1,27,0,bobo
1993,1,28,0,bobo
1993,1,29,0,bobo
1993,1,30,0,bobo
1993,1,31,0,bobo
1993,2,1,0,bobo
1993,2,2,0,bobo
1993,2,3,0,bobo
1993,2,4,0,bobo
1993,2,5,0.01,bobo
1993,2,6,0.02,bobo
1993,2,7,0,bobo
1993,2,8,0,bobo
1993,2,9,0,bobo
1993,2,10,0,bobo
1993,2,11,0,bobo
1993,2,12,0,bobo
1993,2,13,0,bobo
1993,2,14,0,bobo
1993,2,15,0,bobo
1993,2,16,0,bobo
1993,2,17,0,bobo
1993,2,18,0,bobo
1993,2,19,0,bobo
1993,2,20,0,bobo
1993,2,21,0,bobo
1993,2,22,0,bobo
1993,2,23,0.27,bobo
1993,2,24,0.71,bobo
1993,2,25,0,bobo
1993,2,26,0,bobo
1993,2,27,0,bobo
1993,2,28,0,bobo
1993,3,1,0,bobo
1993,3,2,0.83,bobo
1993,3,3,2.05,bobo
1993,3,4,0,bobo
1993,3,5,0.02,bobo
1993,3,6,0.75,bobo
1993,3,7,0.41,bobo
1993,3,8,0.59,bobo
1993,3,9,0,bobo
1993,3,10,0.14,bobo
1993,3,11,0.17,bobo
1993,3,12,0.57,bobo
1993,3,13,0,bobo
1993,3,14,0.14,bobo
1993,3,15,0.21,bobo
1993,3,16,0.61,bobo
1993,3,17,0.19,bobo
1993,3,18,0.24,bobo
1993,3,19,0.08,bobo
1993,3,20,0,bobo
1993,3,21,0,bobo
1993,3,22,0,bobo
1993,3,23,0,bobo
1993,3,24,0,bobo
1993,3,25,0,bobo
1993,3,26,0,bobo
1993,3,27,0.12,bobo
1993,3,28,0.08,bobo
1993,3,29,0.06,bobo
1993,3,30,0.05,bobo
1993,3,31,0.01,bobo
1993,4,1,1.18,bobo
1993,4,2,0.66,bobo
1993,4,3,0.19,bobo
1993,4,4,0.4,bobo
1993,4,5,0.08,bobo
1993,4,6,0.08,bobo
1993,4,7,1.04,bobo
1993,4,8,0.16,bobo
1993,4,9,2.34,bobo
1993,4,10,0.06,bobo
1993,4,11,2.95,bobo
1993,4,12,0.47,bobo
1993,4,13,1.07,bobo
1993,4,14,0.1,bobo
1993,4,15,0.17,bobo
1993,4,16,4.02,bobo
1993,4,17,0,bobo
1993,4,18,0.62,bobo
1993,4,19,1.97,bobo
1993,4,20,2.34,bobo
1993,4,21,1.49,bobo
1993,4,22,2.41,bobo
1993,4,23,0.12,bobo
1993,4,24,1.3,bobo
1993,4,25,0.23,bobo
1993,4,26,3.9,bobo
1993,4,27,1.78,bobo
1993,4,28,1.52,bobo
1993,4,29,5.59,bobo
1993,4,30,6.46,bobo
1993,5,1,5.4,bobo
1993,5,2,10.9,bobo
1993,5,3,14.07,bobo
1993,5,4,0.84,bobo
1993,5,5,5.87,bobo
1993,5,6,0.06,bobo
1993,5,7,0.07,bobo
1993,5,8,0.03,bobo
1993,5,9,0.02,bobo
1993,5,10,0.06,bobo
1993,5,11,0.91,bobo
1993,5,12,1.12,bobo
1993,5,13,0.08,bobo
1993,5,14,1.3,bobo
1993,5,15,0.05,bobo
1993,5,16,1.37,bobo
1993,5,17,1.79,bobo
1993,5,18,2.34,bobo
1993,5,19,2.02,bobo
1993,5,20,3.58,bobo
1993,5,21,1.84,bobo
1993,5,22,0.23,bobo
1993,5,23,0.81,bobo
1993,5,24,0.98,bobo
1993,5,25,0.72,bobo
1993,5,26,0.92,bobo
1993,5,27,1.81,bobo
1993,5,28,1.98,bobo
1993,5,29,1.27,bobo
1993,5,30,1.46,bobo
1993,5,31,4.86,bobo
1993,6,1,3.06,bobo
1993,6,2,5.18,bobo
1993,6,3,8.28,bobo
1993,6,4,2.03,bobo
1993,6,5,5.28,bobo
1993,6,6,7.06,bobo
1993,6,7,1.39,bobo
1993,6,8,0.29,bobo
1993,6,9,4.54,bobo
1993,6,10,2.31,bobo
1993,6,11,0.06,bobo
1993,6,12,2.51,bobo
1993,6,13,0.82,bobo
1993,6,14,2.04,bobo
1993,6,15,6.31,bobo
1993,6,16,1.19,bobo
1993,6,17,0.31,bobo
1993,6,18,5.34,bobo
1993,6,19,12.86,bobo
1993,6,20,5.81,bobo
1993,6,21,8.12,bobo
1993,6,22,4.01,bobo
1993,6,23,0.57,bobo
1993,6,24,4.21,bobo
1993,6,25,4.68,bobo
1993,6,26,6.31,bobo
1993,6,27,0.81,bobo
1993,6,28,4.29,bobo
1993,6,29,2.6,bobo
1993,6,30,3.17,bobo
1993,7,1,2.79,bobo
1993,7,2,5.12,bobo
1993,7,3,6.02,bobo
1993,7,4,5.61,bobo
1993,7,5,1.93,bobo
1993,7,6,2.18,bobo
1993,7,7,6.61,bobo
1993,7,8,5.22,bobo
1993,7,9,9.28,bobo
1993,7,10,3.21,bobo
1993,7,11,2.48,bobo
1993,7,12,4.74,bobo
1993,7,13,1.84,bobo
1993,7,14,5.74,bobo
1993,7,15,13.16,bobo
1993,7,16,1.2,bobo
1993,7,17,7.15,bobo
1993,7,18,7.12,bobo
1993,7,19,8.51,bobo
1993,7,20,3.98,bobo
1993,7,21,2.57,bobo
1993,7,22,5.81,bobo
1993,7,23,3.2,bobo
1993,7,24,13.94,bobo
1993,7,25,19.32,bobo
1993,7,26,13.14,bobo
1993,7,27,6.27,bobo
1993,7,28,12.54,bobo
1993,7,29,5.89,bobo
1993,7,30,2.9,bobo
1993,7,31,8.38,bobo
1993,8,1,11.36,bobo
1993,8,2,10.89,bobo
1993,8,3,4.34,bobo
1993,8,4,8.38,bobo
1993,8,5,3,bobo
1993,8,6,5.85,bobo
1993,8,7,3.14,bobo
1993,8,8,4.03,bobo
1993,8,9,2.19,bobo
1993,8,10,6.1,bobo
1993,8,11,6.38,bobo
1993,8,12,2.18,bobo
1993,8,13,3.64,bobo
1993,8,14,9.31,bobo
1993,8,15,6.38,bobo
1993,8,16,11.5,bobo
1993,8,17,4.93,bobo
1993,8,18,21.1,bobo
1993,8,19,31.02,bobo
1993,8,20,14.37,bobo
1993,8,21,8.67,bobo
1993,8,22,6.11,bobo
1993,8,23,7.52,bobo
1993,8,24,11.81,bobo
1993,8,25,17.64,bobo
1993,8,26,5.51,bobo
1993,8,27,2.89,bobo
1993,8,28,4.05,bobo
1993,8,29,8.31,bobo
1993,8,30,8.92,bobo
