YEAR,MM,DD,PRECTOTCORR,NAMES
2011,3,15,0.87,bobo
2011,3,16,2.39,bobo
2011,3,17,0.05,bobo
2011,3,18,0.05,bobo
2011,3,19,0.02,bobo
2011,3,20,0.03,bobo
2011,3,21,0.05,bobo
2011,3,22,0.18,bobo
2011,3,23,0.34,bobo
2011,3,24,0.06,bobo
2011,3,25,0.05,bobo
2011,3,26,0.28,bobo
2011,3,27,1.26,bobo
2011,3,28,0.66,bobo
2011,3,29,0.74,bobo
2011,3,30,0.4,bobo
2011,3,31,0.15,bobo
2011,4,1,0.98,bobo
2011,4,2,0,bobo
2011,4,3,0.28,bobo
2011,4,4,5.83,bobo
2011,4,5,4.25,bobo
2011,4,6,1.25,bobo
2011,4,7,0.01,bobo
2011,4,8,0,bobo
2011,4,9,0.27,bobo
2011,4,10,1.62,bobo
2011,4,11,0.06,bobo
2011,4,12,1.21,bobo
2011,4,13,0.16,bobo
2011,4,14,0,bobo
2011,4,15,0.9,bobo
2011,4,16,0.24,bobo
2011,4,17,1.04,bobo
2011,4,18,0.36,bobo
2011,4,19,2.28,bobo
2011,4,20,1.59,bobo
2011,4,21,2.91,bobo
2011,4,22,1.72,bobo
2011,4,23,7.49,bobo
2011,4,24,3.27,bobo
2011,4,25,3.6,bobo
2011,4,26,0.83,bobo
2011,4,27,1.08,bobo
2011,4,28,1.13,bobo
2011,4,29,1.19,bobo
2011,4,30,0.49,bobo
2011,5,1,0.21,bobo
2011,5,2,0.73,bobo
2011,5,3,1.58,bobo
2011,5,4,0.03,bobo
2011,5,5,0.81,bobo
2011,5,6,3.17,bobo
2011,5,7,1.89,bobo
2011,5,8,3.08,bobo
2011,5,9,1.29,bobo
2011,5,10,2.82,bobo
2011,5,11,5.89,bobo
2011,5,12,5.15,bobo
2011,5,13,10.78,bobo
2011,5,14,6.66,bobo
2011,5,15,5.19,bobo
2011,5,16,2.73,bobo
2011,5,17,2.46,bobo
2011,5,18,1.24,bobo
2011,5,19,0.41,bobo
2011,5,20,1.24,bobo
2011,5,21,4.52,bobo
2011,5,22,2.45,bobo
2011,5,23,0.7,bobo
2011,5,24,2.3,bobo
2011,5,25,0.99,bobo
2011,5,26,2.11,bobo
2011,5,27,1.64,bobo
2011,5,28,4.18,bobo
2011,5,29,4.07,bobo
2011,5,30,2.28,bobo
2011,5,31,0.85,bobo
2011,6,1,0.54,bobo
2011,6,2,0.88,bobo
2011,6,3,1.12,bobo
2011,6,4,0.98,bobo
2011,6,5,1.27,bobo
2011,6,6,1.9,bobo
2011,6,7,2.19,bobo
2011,6,8,1.34,bobo
2011,6,9,0.74,bobo
2011,6,10,5.85,bobo
2011,6,11,7.25,bobo
2011,6,12,5.12,bobo
2011,6,13,1.43,bobo
2011,6,14,4.57,bobo
2011,6,15,8.66,bobo
2011,6,16,4.64,bobo
2011,6,17,8.29,bobo
2011,6,18,5.25,bobo
2011,6,19,5.2,bobo
2011,6,20,3.35,bobo
2011,6,21,4.4,bobo
2011,6,22,3.23,bobo
2011,6,23,4.96,bobo
2011,6,24,6.66,bobo
2011,6,25,4.6,bobo
2011,6,26,5.35,bobo
2011,6,27,8.4,bobo
2011,6,28,6.25,bobo
2011,6,29,11.92,bobo
2011,6,30,5.51,bobo
2011,7,1,1.96,bobo
2011,7,2,3.83,bobo
2011,7,3,7.99,bobo
2011,7,4,2.91,bobo
2011,7,5,6.22,bobo
2011,7,6,5.52,bobo
2011,7,7,6.08,bobo
2011,7,8,7.25,bobo
2011,7,9,15.29,bobo
2011,7,10,3.56,bobo
2011,7,11,8.41,bobo
2011,7,12,2.55,bobo
2011,7,13,3.37,bobo
2011,7,14,3.69,bobo
2011,7,15,7.66,bobo
2011,7,16,8.89,bobo
2011,7,17,7.09,bobo
2011,7,18,5.43,bobo
2011,7,19,3.55,bobo
2011,7,20,2.87,bobo
2011,7,21,3.16,bobo
2011,7,22,1.31,bobo
2011,7,23,2.14,bobo
2011,7,24,2.89,bobo
2011,7,25,10.07,bobo
2011,7,26,8.36,bobo
2011,7,27,11.27,bobo
2011,7,28,4.48,bobo
2011,7,29,3.3,bobo
2011,7,30,5.86,bobo
2011,7,31,6.15,bobo
2011,8,1,2.09,bobo
2011,8,2,1.41,bobo
2011,8,3,2.58,bobo
2011,8,4,14.39,bobo
2011,8,5,6.06,bobo
2011,8,6,8.46,bobo
2011,8,7,3.96,bobo
2011,8,8,12.6,bobo
2011,8,9,2.43,bobo
2011,8,10,1.37,bobo
2011,8,11,1.08,bobo
2011,8,12,2.46,bobo
2011,8,13,1.62,bobo
2011,8,14,14.32,bobo
2011,8,15,14.16,bobo
2011,8,16,4.84,bobo
2011,8,17,4.71,bobo
2011,8,18,15.44,bobo
2011,8,19,9.69,bobo
2011,8,20,8.73,bobo
2011,8,21,11.9,bobo
2011,8,22,35.14,bobo
2011,8,23,8.96,bobo
2011,8,24,7.4,bobo
2011,8,25,6.04,bobo
2011,8,26,6.89,bobo
2011,8,27,3.76,bobo
2011,8,28,8.07,bobo
2011,8,29,6.05,bobo
2011,8,30,2.89,bobo
2011,8,31,5.94,bobo
2011,9,1,3.92,bobo
2011,9,2,2.95,bobo
2011,9,3,1.99,bobo
2011,9,4,3.12,bobo
2011,9,5,2.75,bobo
2011,9,6,3.26,bobo
2011,9,7,3.18,bobo
2011,9,8,3.83,bobo
2011,9,9,4.88,bobo
2011,9,10,9.55,bobo
2011,9,11,6.18,bobo
2011,9,12,7.69,bobo
2011,9,13,8.75,bobo
2011,9,14,4.09,bobo
2011,9,15,10.14,bobo
2011,9,16,7.27,bobo
2011,9,17,19.03,bobo
2011,9,18,7.49,bobo
2011,9,19,4.65,bobo
2011,9,20,1.36,bobo
2011,9,21,4.35,bobo
2011,9,22,2.95,bobo
2011,9,23,1.9,bobo
2011,9,24,0.54,bobo
2011,9,25,1.18,bobo
2011,9,26,0.72,bobo
2011,9,27,1.98,bobo
2011,9,28,5.11,bobo
2011,9,29,8.4,bobo
2011,9,30,0.84,bobo
2011,10,1,4.86,bobo
2011,10,2,2.84,bobo
2011,10,3,2.25,bobo
2011,10,4,2.81,bobo
2011,10,5,3.43,bobo
2011,10,6,4.14,bobo
2011,10,7,3.71,bobo
2011,10,8,4.15,bobo
2011,10,9,4.04,bobo
2011,10,10,4.43,bobo
2011,10,11,1.74,bobo
2011,10,12,2.75,bobo
2011,10,13,4.66,bobo
2011,10,14,7.39,bobo
2011,10,15,1.55,bobo
2011,10,16,1.46,bobo
2011,10,17,1.39,bobo
2011,10,18,0.99,bobo
2011,10,19,0.44,bobo
2011,10,20,1.4,bobo
2011,10,21,1.22,bobo
2011,10,22,1.37,bobo
2011,10,23,0.66,bobo
2011,10,24,1.27,bobo
2011,10,25,0.71,bobo
2011,10,26,0.84,bobo
2011,10,27,1.04,bobo
2011,10,28,0,bobo
2011,10,29,0,bobo
2011,10,30,0,bobo
2011,10,31,0,bobo
2011,11,1,0,bobo
2011,11,2,0,bobo
2011,11,3,0,bobo
2011,11,4,0,bobo
2011,11,5,0,bobo
2011,11,6,0,bobo
2011,11,7,0,bobo
2011,11,8,0,bobo
2011,11,9,0,bobo
2011,11,10,0,bobo
2011,11,11,0,bobo
2011,11,12,0,bobo
2011,11,13,0,bobo
2011,11,14,0,bobo
2011,11,15,0,bobo
2011,11,16,0,bobo
2011,11,17,0,bobo
2011,11,18,0,bobo
2011,11,19,0,bobo
2011,11,20,0,bobo
2011,11,21,0,bobo
2011,11,22,0.06,bobo
2011,11,23,0.04,bobo
2011,11,24,0.01,bobo
2011,11,25,0.02,bobo
2011,11,26,0.04,bobo
2011,11,27,0,bobo
2011,11,28,0,bobo
2011,11,29,0,bobo
2011,11,30,0,bobo
2011,12,1,0,bobo
2011,12,2,0,bobo
2011,12,3,0,bobo
2011,12,4,0,bobo
2011,12,5,0,bobo
2011,12,6,0,bobo
2011,12,7,0,bobo
2011,12,8,0,bobo
2011,12,9,0,bobo
2011,12,10,0,bobo
2011,12,11,0,bobo
2011,12,12,0,bobo
2011,12,13,0,bobo
2011,12,14,0,bobo
2011,12,15,0,bobo
2011,12,16,0,bobo
2011,12,17,0,bobo
2011,12,18,0,bobo
2011,12,19,0,bobo
2011,12,20,0,bobo
2011,12,21,0,bobo
2011,12,22,0,bobo
2011,12,23,0,bobo
2011,12,24,0,bobo
2011,12,25,0,bobo
2011,12,26,0,bobo
2011,12,27,0,bobo
2011,12,28,0,bobo
2011,12,29,0,bobo
2011,12,30,0,bobo
2011,12,31,0,bobo
2012,1,1,0,bobo
2012,1,2,0,bobo
2012,1,3,0,bobo
2012,1,4,0,bobo
2012,1,5,0,bobo
2012,1,6,0,bobo
2012,1,7,0,bobo
2012,1,8,0,bobo
2012,1,9,0,bobo
2012,1,10,0,bobo
2012,1,11,0,bobo
2012,1,12,0,bobo
2012,1,13,0,bobo
2012,1,14,0,bobo
2012,1,15,0,bobo
2012,1,16,0,bobo
2012,1,17,0,bobo
2012,1,18,0,bobo
2012,1,19,0,bobo
2012,1,20,0,bobo
2012,1,21,0,bobo
2012,1,22,0,bobo
2012,1,23,0,bobo
2012,1,24,0,bobo
2012,1,25,0,bobo
2012,1,26,0,bobo
2012,1,27,0,bobo
2012,1,28,0,bobo
2012,1,29,0,bobo
2012,1,30,0,bobo
2012,1,31,0,bobo
2012,2,1,0,bobo
2012,2,2,0,bobo
2012,2,3,0,bobo
2012,2,4,0,bobo
2012,2,5,0,bobo
2012,2,6,0,bobo
2012,2,7,0,bobo
2012,2,8,0,bobo
2012,2,9,0,bobo
2012,2,10,0,bobo
2012,2,11,0,bobo
2012,2,12,0,bobo
2012,2,13,0,bobo
2012,2,14,0,bobo
2012,2,15,0,bobo
2012,2,16,0,bobo
2012,2,17,0,bobo
2012,2,18,0,bobo
2012,2,19,0,bobo
2012,2,20,0.49,bobo
2012,2,21,0.58,bobo
2012,2,22,0.02,bobo
2012,2,23,0.02,bobo
2012,2,24,0,bobo
2012,2,25,0,bobo
2012,2,26,0,bobo
2012,2,27,0,bobo
2012,2,28,0,bobo
2012,2,29,0,bobo
2012,3,1,0,bobo
2012,3,2,0,bobo
2012,3,3,0.03,bobo
2012,3,4,0,bobo
2012,3,5,0.23,bobo
2012,3,6,0.36,bobo
2012,3,7,0.02,bobo
2012,3,8,0.04,bobo
2012,3,9,0.37,bobo
2012,3,10,0,bobo
2012,3,11,0,bobo
2012,3,12,0,bobo
2012,3,13,0,bobo
2012,3,14,0,bobo
2012,3,15,0,bobo
2012,3,16,0,bobo
2012,3,17,0,bobo
2012,3,18,0,bobo
2012,3,19,0,bobo
2012,3,20,0,bobo
2012,3,21,0,bobo
2012,3,22,0.09,bobo
2012,3,23,0.16,bobo
2012,3,24,0.4,bobo
2012,3,25,0.53,bobo
2012,3,26,0.72,bobo
2012,3,27,0.09,bobo
2012,3,28,0.19,bobo
2012,3,29,0.26,bobo
2012,3,30,0.09,bobo
2012,3,31,0.29,bobo
2012,4,1,3.77,bobo
2012,4,2,3.57,bobo
2012,4,3,1.94,bobo
2012,4,4,6.38,bobo
2012,4,5,3.41,bobo
2012,4,6,0.05,bobo
2012,4,7,0.11,bobo
2012,4,8,9.24,bobo
2012,4,9,4.62,bobo
2012,4,10,4.51,bobo
2012,4,11,2.3,bobo
2012,4,12,1.52,bobo
2012,4,13,1.79,bobo
2012,4,14,0,bobo
2012,4,15,0,bobo
2012,4,16,0.07,bobo
2012,4,17,0.89,bobo
2012,4,18,0.49,bobo
2012,4,19,2.7,bobo
2012,4,20,4.09,bobo
2012,4,21,1.87,bobo
2012,4,22,0.08,bobo
2012,4,23,3.48,bobo
2012,4,24,0.97,bobo
2012,4,25,2.95,bobo
2012,4,26,2.52,bobo
2012,4,27,2.55,bobo
2012,4,28,4.56,bobo
2012,4,29,3.51,bobo
2012,4,30,4.49,bobo
2012,5,1,2.3,bobo
2012,5,2,2.38,bobo
2012,5,3,3.6,bobo
2012,5,4,3.52,bobo
2012,5,5,1.3,bobo
2012,5,6,1.04,bobo
2012,5,7,0.92,bobo
2012,5,8,1.34,bobo
2012,5,9,0.24,bobo
2012,5,10,0.96,bobo
2012,5,11,10.86,bobo
2012,5,12,4.77,bobo
2012,5,13,9.4,bobo
2012,5,14,11.33,bobo
2012,5,15,37.23,bobo
2012,5,16,6.71,bobo
2012,5,17,2.98,bobo
2012,5,18,3.08,bobo
2012,5,19,4.1,bobo
2012,5,20,2.62,bobo
2012,5,21,2.99,bobo
2012,5,22,2.42,bobo
2012,5,23,2.61,bobo
2012,5,24,1.09,bobo
2012,5,25,2,bobo
2012,5,26,8.1,bobo
2012,5,27,5.44,bobo
2012,5,28,10.77,bobo
2012,5,29,5.17,bobo
2012,5,30,4.63,bobo
2012,5,31,1.96,bobo
2012,6,1,0.74,bobo
2012,6,2,3.92,bobo
2012,6,3,0.16,bobo
2012,6,4,0.49,bobo
2012,6,5,4.69,bobo
2012,6,6,2.12,bobo
2012,6,7,3.72,bobo
2012,6,8,3.01,bobo
2012,6,9,2.17,bobo
2012,6,10,4.33,bobo
2012,6,11,10.85,bobo
2012,6,12,4.98,bobo
2012,6,13,8.14,bobo
2012,6,14,3.8,bobo
2012,6,15,3.21,bobo
2012,6,16,3.38,bobo
2012,6,17,4.48,bobo
2012,6,18,0.96,bobo
2012,6,19,1.67,bobo
2012,6,20,2.83,bobo
2012,6,21,2.78,bobo
2012,6,22,1.73,bobo
2012,6,23,6.15,bobo
2012,6,24,11.97,bobo
2012,6,25,3.27,bobo
2012,6,26,6.37,bobo
2012,6,27,7.47,bobo
2012,6,28,7.17,bobo
2012,6,29,3.67,bobo
2012,6,30,4.67,bobo
2012,7,1,8.44,bobo
2012,7,2,15.19,bobo
2012,7,3,12.9,bobo
2012,7,4,19.24,bobo
2012,7,5,3.32,bobo
2012,7,6,5.05,bobo
2012,7,7,5.02,bobo
2012,7,8,5.48,bobo
2012,7,9,2.93,bobo
2012,7,10,9.78,bobo
2012,7,11,9.01,bobo
2012,7,12,13.65,bobo
2012,7,13,16.99,bobo
2012,7,14,17.16,bobo
2012,7,15,6.04,bobo
2012,7,16,5.86,bobo
2012,7,17,1.38,bobo
2012,7,18,4.96,bobo
2012,7,19,14.56,bobo
2012,7,20,9.12,bobo
2012,7,21,4.59,bobo
2012,7,22,24.22,bobo
2012,7,23,14.52,bobo
2012,7,24,14.97,bobo
2012,7,25,7.76,bobo
2012,7,26,21.61,bobo
2012,7,27,4.51,bobo
2012,7,28,8.2,bobo
2012,7,29,6.14,bobo
2012,7,30,3.23,bobo
2012,7,31,14.21,bobo
2012,8,1,3.37,bobo
2012,8,2,3.56,bobo
2012,8,3,4.86,bobo
2012,8,4,17.56,bobo
2012,8,5,9.88,bobo
2012,8,6,9.79,bobo
2012,8,7,23.13,bobo
2012,8,8,19.6,bobo
2012,8,9,5.63,bobo
2012,8,10,6.48,bobo
2012,8,11,3.11,bobo
2012,8,12,11.72,bobo
2012,8,13,7.6,bobo
2012,8,14,9.86,bobo
2012,8,15,20.23,bobo
2012,8,16,3.39,bobo
2012,8,17,5.03,bobo
2012,8,18,7.75,bobo
2012,8,19,2.31,bobo
2012,8,20,3.34,bobo
2012,8,21,2.44,bobo
2012,8,22,4.77,bobo
2012,8,23,5.8,bobo
2012,8,24,10.63,bobo
2012,8,25,9.43,bobo
2012,8,26,2.35,bobo
2012,8,27,2.48,bobo
2012,8,28,2.88,bobo
2012,8,29,3.33,bobo
2012,8,30,6.23,bobo
2012,8,31,9.99,bobo
2012,9,1,10.22,bobo
2012,9,2,5.22,bobo
2012,9,3,4.38,bobo
2012,9,4,3.15,bobo
2012,9,5,4.58,bobo
2012,9,6,5.2,bobo
2012,9,7,0.81,bobo
2012,9,8,11.23,bobo
2012,9,9,3.4,bobo
2012,9,10,6.35,bobo
2012,9,11,6.21,bobo
2012,9,12,9.84,bobo
2012,9,13,4.61,bobo
2012,9,14,2.76,bobo
2012,9,15,4,bobo
2012,9,16,4.52,bobo
2012,9,17,5.18,bobo
2012,9,18,24.04,bobo
2012,9,19,7.91,bobo
2012,9,20,5.14,bobo
2012,9,21,11.03,bobo
2012,9,22,12.87,bobo
2012,9,23,1.51,bobo
2012,9,24,2.59,bobo
2012,9,25,1.18,bobo
2012,9,26,1.34,bobo
2012,9,27,4.5,bobo
2012,9,28,4.18,bobo
2012,9,29,1.1,bobo
2012,9,30,0.97,bobo
2012,10,1,1.98,bobo
2012,10,2,2.09,bobo
2012,10,3,5.84,bobo
2012,10,4,2.51,bobo
2012,10,5,4.79,bobo
2012,10,6,2.65,bobo
2012,10,7,1.9,bobo
2012,10,8,1.77,bobo
2012,10,9,1.21,bobo
2012,10,10,0.51,bobo
2012,10,11,1.03,bobo
2012,10,12,0.21,bobo
2012,10,13,1.26,bobo
2012,10,14,1.48,bobo
2012,10,15,2.21,bobo
2012,10,16,4.14,bobo
2012,10,17,3.24,bobo
2012,10,18,0.87,bobo
2012,10,19,2.46,bobo
2012,10,20,0.72,bobo
2012,10,21,1.56,bobo
2012,10,22,0.35,bobo
2012,10,23,2.64,bobo
2012,10,24,2.11,bobo
2012,10,25,2.83,bobo
2012,10,26,3.4,bobo
2012,10,27,7.39,bobo
2012,10,28,1.38,bobo
2012,10,29,0.22,bobo
2012,10,30,0.39,bobo
2012,10,31,1.11,bobo
2012,11,1,0.39,bobo
2012,11,2,1.44,bobo
2012,11,3,2.61,bobo
2012,11,4,1.65,bobo
2012,11,5,1.85,bobo
2012,11,6,3.29,bobo
2012,11,7,1.17,bobo
2012,11,8,1.56,bobo
2012,11,9,0.38,bobo
2012,11,10,0.23,bobo
2012,11,11,0.41,bobo
2012,11,12,0.01,bobo
2012,11,13,0.05,bobo
2012,11,14,0.12,bobo
2012,11,15,0.08,bobo
2012,11,16,0.08,bobo
2012,11,17,0,bobo
2012,11,18,0,bobo
2012,11,19,0,bobo
2012,11,20,0,bobo
2012,11,21,0,bobo
2012,11,22,0.02,bobo
2012,11,23,0.01,bobo
2012,11,24,0,bobo
2012,11,25,0,bobo
2012,11,26,0,bobo
2012,11,27,0.02,bobo
2012,11,28,0,bobo
2012,11,29,0.15,bobo
2012,11,30,0.22,bobo
2012,12,1,0.66,bobo
2012,12,2,0.24,bobo
2012,12,3,0.13,bobo
2012,12,4,0,bobo
2012,12,5,0,bobo
2012,12,6,0,bobo
2012,12,7,0,bobo
2012,12,8,0,bobo
2012,12,9,0,bobo
2012,12,10,0,bobo
2012,12,11,0,bobo
2012,12,12,0,bobo
2012,12,13,0,bobo
2012,12,14,0.01,bobo
2012,12,15,0,bobo
2012,12,16,0,bobo
2012,12,17,0,bobo
2012,12,18,0,bobo
2012,12,19,0,bobo
2012,12,20,0,bobo
2012,12,21,0,bobo
2012,12,22,0,bobo
2012,12,23,0,bobo
2012,12,24,0,bobo
2012,12,25,0,bobo
2012,12,26,0,bobo
2012,12,27,0,bobo
2012,12,28,0,bobo
2012,12,29,0,bobo
2012,12,30,0,bobo
2012,12,31,0,bobo
2013,1,1,0,bobo
2013,1,2,0,bobo
2013,1,3,0,bobo
2013,1,4,0,bobo
2013,1,5,0,bobo
2013,1,6,0,bobo
2013,1,7,0,bobo
2013,1,8,0,bobo
2013,1,9,0,bobo
2013,1,10,0,bobo
2013,1,11,0,bobo
2013,1,12,0,bobo
2013,1,13,0,bobo
2013,1,14,0,bobo
2013,1,15,0,bobo
2013,1,16,0,bobo
2013,1,17,0,bobo
2013,1,18,0,bobo
2013,1,19,0,bobo
2013,1,20,0,bobo
2013,1,21,0,bobo
2013,1,22,0,bobo
2013,1,23,0,bobo
2013,1,24,0,bobo
2013,1,25,0,bobo
2013,1,26,0,bobo
2013,1,27,0.02,bobo
2013,1,28,0,bobo
2013,1,29,0,bobo
2013,1,30,0,bobo
2013,1,31,0,bobo
2013,2,1,0,bobo
2013,2,2,0,bobo
2013,2,3,0,bobo
2013,2,4,0,bobo
2013,2,5,0,bobo
2013,2,6,0,bobo
2013,2,7,0,bobo
2013,2,8,0,bobo
2013,2,9,0.02,bobo
2013,2,10,0,bobo
2013,2,11,0,bobo
2013,2,12,0,bobo
2013,2,13,0,bobo
2013,2,14,0,bobo
2013,2,15,0,bobo
2013,2,16,0,bobo
2013,2,17,0,bobo
2013,2,18,0,bobo
2013,2,19,0,bobo
2013,2,20,3.57,bobo
2013,2,21,0.02,bobo
2013,2,22,0.01,bobo
2013,2,23,1.86,bobo
2013,2,24,0,bobo
2013,2,25,0,bobo
2013,2,26,0,bobo
2013,2,27,0.38,bobo
2013,2,28,0.7,bobo
2013,3,1,0.48,bobo
2013,3,2,0.07,bobo
2013,3,3,0,bobo
2013,3,4,0,bobo
2013,3,5,0.09,bobo
2013,3,6,0.04,bobo
2013,3,7,0,bobo
2013,3,8,0,bobo
2013,3,9,0,bobo
2013,3,10,0.02,bobo
2013,3,11,0.03,bobo
2013,3,12,0.5,bobo
2013,3,13,0.72,bobo
2013,3,14,0.35,bobo
2013,3,15,0.1,bobo
2013,3,16,0.01,bobo
2013,3,17,0,bobo
2013,3,18,1.29,bobo
2013,3,19,0.91,bobo
2013,3,20,0.01,bobo
2013,3,21,1.17,bobo
2013,3,22,1.98,bobo
2013,3,23,1.83,bobo
2013,3,24,1.99,bobo
2013,3,25,0.58,bobo
2013,3,26,4.16,bobo
2013,3,27,0.4,bobo
2013,3,28,2.61,bobo
2013,3,29,0.19,bobo
2013,3,30,0.29,bobo
2013,3,31,0,bobo
2013,4,1,0.1,bobo
2013,4,2,0.43,bobo
2013,4,3,0.99,bobo
2013,4,4,1.5,bobo
2013,4,5,0.34,bobo
2013,4,6,0.31,bobo
2013,4,7,0,bobo
2013,4,8,0.11,bobo
2013,4,9,0.5,bobo
2013,4,10,0.31,bobo
2013,4,11,0.76,bobo
2013,4,12,8.54,bobo
2013,4,13,7.37,bobo
2013,4,14,2.15,bobo
2013,4,15,5.83,bobo
2013,4,16,0.66,bobo
2013,4,17,1.1,bobo
2013,4,18,0.91,bobo
2013,4,19,1.05,bobo
2013,4,20,1,bobo
2013,4,21,1.04,bobo
2013,4,22,3.42,bobo
2013,4,23,2.45,bobo
2013,4,24,2.32,bobo
2013,4,25,2.54,bobo
2013,4,26,3.32,bobo
2013,4,27,2.83,bobo
2013,4,28,1.31,bobo
2013,4,29,0.51,bobo
2013,4,30,1.25,bobo
2013,5,1,0.94,bobo
2013,5,2,0.63,bobo
2013,5,3,2.14,bobo
2013,5,4,1.62,bobo
2013,5,5,0.46,bobo
2013,5,6,2.93,bobo
2013,5,7,2.11,bobo
2013,5,8,5,bobo
2013,5,9,1.31,bobo
2013,5,10,2.77,bobo
2013,5,11,4,bobo
2013,5,12,2.28,bobo
2013,5,13,2.65,bobo
2013,5,14,0.98,bobo
2013,5,15,15.85,bobo
2013,5,16,1.41,bobo
2013,5,17,1.8,bobo
2013,5,18,3.29,bobo
2013,5,19,5.57,bobo
2013,5,20,3.3,bobo
2013,5,21,2.46,bobo
2013,5,22,3.46,bobo
2013,5,23,0.09,bobo
2013,5,24,0.55,bobo
2013,5,25,3.05,bobo
2013,5,26,10.22,bobo
2013,5,27,8.86,bobo
2013,5,28,8.94,bobo
2013,5,29,8.89,bobo
2013,5,30,17.75,bobo
2013,5,31,8.35,bobo
2013,6,1,3.31,bobo
2013,6,2,0.36,bobo
2013,6,3,0.86,bobo
2013,6,4,3.73,bobo
2013,6,5,6.27,bobo
2013,6,6,3.05,bobo
2013,6,7,3.68,bobo
2013,6,8,2.68,bobo
2013,6,9,1.55,bobo
2013,6,10,0.43,bobo
2013,6,11,1.09,bobo
2013,6,12,0.4,bobo
2013,6,13,1.1,bobo
2013,6,14,1.23,bobo
2013,6,15,2.02,bobo
2013,6,16,1.9,bobo
2013,6,17,3.11,bobo
2013,6,18,1.04,bobo
2013,6,19,2.08,bobo
2013,6,20,6.2,bobo
2013,6,21,0.79,bobo
2013,6,22,1.67,bobo
2013,6,23,2.23,bobo
2013,6,24,3.74,bobo
2013,6,25,3.68,bobo
2013,6,26,8.7,bobo
2013,6,27,12.4,bobo
2013,6,28,8.75,bobo
2013,6,29,3.34,bobo
2013,6,30,4.42,bobo
2013,7,1,3.52,bobo
2013,7,2,0.88,bobo
2013,7,3,0.98,bobo
2013,7,4,2.8,bobo
2013,7,5,5.44,bobo
2013,7,6,4.71,bobo
2013,7,7,18.85,bobo
2013,7,8,10.4,bobo
2013,7,9,15.68,bobo
2013,7,10,9.83,bobo
2013,7,11,13.87,bobo
2013,7,12,2.83,bobo
2013,7,13,3.1,bobo
2013,7,14,3.99,bobo
2013,7,15,5.01,bobo
2013,7,16,3.99,bobo
2013,7,17,4.4,bobo
2013,7,18,3.78,bobo
2013,7,19,5.55,bobo
2013,7,20,18.59,bobo
2013,7,21,6.81,bobo
2013,7,22,3.86,bobo
2013,7,23,8.51,bobo
2013,7,24,4.58,bobo
2013,7,25,4.65,bobo
2013,7,26,3.05,bobo
2013,7,27,2.66,bobo
2013,7,28,3.42,bobo
2013,7,29,3.6,bobo
2013,7,30,3.7,bobo
2013,7,31,7.74,bobo
2013,8,1,5.37,bobo
2013,8,2,5.11,bobo
2013,8,3,5.68,bobo
2013,8,4,3.18,bobo
2013,8,5,3.47,bobo
2013,8,6,8.14,bobo
2013,8,7,18.19,bobo
2013,8,8,24.81,bobo
2013,8,9,6.24,bobo
2013,8,10,4.33,bobo
2013,8,11,6.18,bobo
2013,8,12,5.07,bobo
2013,8,13,10.12,bobo
2013,8,14,4.05,bobo
2013,8,15,9.75,bobo
2013,8,16,5,bobo
2013,8,17,7.34,bobo
2013,8,18,15.96,bobo
2013,8,19,27.45,bobo
2013,8,20,8.69,bobo
2013,8,21,9.34,bobo
2013,8,22,6.67,bobo
2013,8,23,8.66,bobo
2013,8,24,8.05,bobo
2013,8,25,6.31,bobo
2013,8,26,5.37,bobo
2013,8,27,7.22,bobo
2013,8,28,10.74,bobo
2013,8,29,6.2,bobo
2013,8,30,7.47,bobo
2013,8,31,11.32,bobo
2013,9,1,6.45,bobo
2013,9,2,6.26,bobo
2013,9,3,11.38,bobo
2013,9,4,12.67,bobo
2013,9,5,9.31,bobo
2013,9,6,6.19,bobo
2013,9,7,8.9,bobo
2013,9,8,12.47,bobo
2013,9,9,7.75,bobo
2013,9,10,1.54,bobo
2013,9,11,4.79,bobo
2013,9,12,7.43,bobo
2013,9,13,7.85,bobo
2013,9,14,3.69,bobo
2013,9,15,2.27,bobo
2013,9,16,2.59,bobo
2013,9,17,2.03,bobo
2013,9,18,1.18,bobo
2013,9,19,1.74,bobo
2013,9,20,1.17,bobo
2013,9,21,0.85,bobo
2013,9,22,0.21,bobo
2013,9,23,7.55,bobo
2013,9,24,4.96,bobo
2013,9,25,7.93,bobo
2013,9,26,4.01,bobo
2013,9,27,2.97,bobo
2013,9,28,5.55,bobo
2013,9,29,6.38,bobo
2013,9,30,9.89,bobo
2013,10,1,2.55,bobo
2013,10,2,7.91,bobo
2013,10,3,0.29,bobo
2013,10,4,0.97,bobo
2013,10,5,0.78,bobo
2013,10,6,0.67,bobo
2013,10,7,0.68,bobo
2013,10,8,2.74,bobo
2013,10,9,4.82,bobo
2013,10,10,14.75,bobo
2013,10,11,3.38,bobo
2013,10,12,3.66,bobo
2013,10,13,0.3,bobo
2013,10,14,0.18,bobo
2013,10,15,0.2,bobo
2013,10,16,0.41,bobo
2013,10,17,0.34,bobo
2013,10,18,1.02,bobo
2013,10,19,0.62,bobo
2013,10,20,0.5,bobo
2013,10,21,0.36,bobo
2013,10,22,0.09,bobo
2013,10,23,0.59,bobo
2013,10,24,0.48,bobo
2013,10,25,0.54,bobo
2013,10,26,0.33,bobo
2013,10,27,0.51,bobo
2013,10,28,1.35,bobo
2013,10,29,0.26,bobo
2013,10,30,0.23,bobo
2013,10,31,0.6,bobo
2013,11,1,0.24,bobo
